ms,heading,rotZ,wz,ax,ay,az,left,right,stationary,enc_heading,acc_abs
5100,1161.47,-1180.19,-249.7,-3659,4421,12376,2486,-2486,0,1353.32,13641.8
5120,1166.41,-1185.21,-254.0,3439,-311,10633,2497,-2498,0,1359.58,11179.6
5140,1171.38,-1190.26,-252.2,-137,1008,3461,2507,-2509,0,1365.29,3607.4
5160,1176.33,-1195.28,-252.9,1878,-956,8837,2517,-2521,0,1371.28,9084.8
5180,1181.3,-1200.33,-255.7,-964,-1550,433,2527,-2532,0,1377.0,1876.0
5200,1186.35,-1205.46,-259.3,-287,1403,10800,2538,-2543,0,1382.98,10894.5
5220,1191.43,-1210.62,-257.7,416,2574,15861,2549,-2555,0,1389.24,16073.9
5240,1196.49,-1215.77,-258.5,-1088,3178,8004,2560,-2566,0,1395.23,8680.3
5260,1201.57,-1220.93,-258.4,1049,1733,6645,2572,-2576,0,1401.22,6946.9
5280,1206.62,-1226.06,-257.8,-2391,1563,11230,2582,-2586,0,1406.66,11587.6
5300,1211.7,-1231.22,-261.5,-1789,2977,8218,2593,-2596,0,1412.38,8921.8
5320,1216.8,-1236.4,-260.4,-889,646,9725,2603,-2605,0,1417.55,9786.9
5340,1221.9,-1241.88,-258.8,-142,2687,6824,2613,-2615,0,1423.0,7335.3
5360,1227.3,-1247.07,-261.9,-74,521,12068,2624,-2625,0,1428.71,12079.5
5380,1232.46,-1252.31,-262.5,449,2035,14612,2635,-2636,0,1434.7,14759.9
5400,1237.59,-1257.53,-259.7,286,2780,14631,2647,-2646,0,1440.69,14895.5
5420,1242.7,-1262.72,-260.2,1589,2725,14277,2657,-2657,0,1446.4,14621.3
5440,1247.8,-1267.91,-259.2,274,160,10026,2667,-2667,0,1451.85,10031.0
5460,1252.88,-1273.07,-259.1,921,1812,12816,2677,-2678,0,1457.56,12976.2
5480,1257.99,-1278.25,-261.2,-832,3216,16119,2687,-2690,0,1463.55,16457.7
5500,1263.11,-1283.46,-260.8,992,224,6540,2698,-2700,0,1469.27,6618.6
5520,1268.19,-1288.63,-257.9,1454,1324,5123,2709,-2711,0,1475.26,5487.5
5540,1273.22,-1293.73,-255.8,-1216,1511,5541,2719,-2723,0,1481.24,5870.6
5560,1278.25,-1298.84,-256.5,-322,1805,8655,2729,-2734,0,1486.96,8847.1
5580,1283.26,-1303.94,-253.8,-1012,2505,12639,2739,-2745,0,1492.68,12924.5
5600,1288.23,-1308.99,-253.4,1198,320,6802,2750,-2756,0,1498.66,6914.1
5620,1293.22,-1314.06,-256.9,2840,1681,10081,2759,-2766,0,1503.83,10607.4
5640,1298.21,-1319.12,-253.8,1354,3274,11299,2769,-2776,0,1509.28,11841.4
5660,1303.18,-1324.17,-252.6,1302,1903,11603,2780,-2786,0,1514.99,11829.9
5680,1308.16,-1329.24,-255.0,-92,888,16236,2790,-2796,0,1520.44,16260.5
5700,1313.19,-1334.34,-257.0,-246,-1013,7215,2801,-2806,0,1526.15,7289.9
5720,1318.2,-1339.43,-254.1,-763,1906,8261,2812,-2815,0,1531.6,8512.3
5740,1323.23,-1344.54,-256.8,-405,2131,5009,2823,-2825,0,1537.31,5458.5
5760,1328.27,-1349.67,-255.9,-2007,224,3129,2833,-2836,0,1543.03,3724.1
5780,1333.29,-1354.77,-257.7,2058,-184,8073,2844,-2846,0,1548.75,8333.2
5800,1338.31,-1360.17,-255.1,-5777,5947,8087,2854,-2857,0,1554.46,11581.9
5820,1343.63,-1365.27,-252.8,-1668,5262,9198,2865,-2868,0,1560.45,10727.3
5840,1348.64,-1370.37,-255.9,153,-1480,4923,2875,-2880,0,1566.44,5142.9
5860,1353.64,-1375.45,-255.0,1255,483,8990,2885,-2891,0,1572.15,9090.0
5880,1358.66,-1380.55,-255.0,-2834,5386,16100,2895,-2902,0,1577.87,17211.9
5900,1363.67,-1385.64,-254.8,80,-2366,8892,2905,-2914,0,1583.86,9201.7
5920,1368.68,-1390.73,-254.3,-1116,3329,4877,2916,-2924,0,1589.57,6009.4
5940,1373.73,-1395.86,-257.1,1447,-74,5247,2927,-2934,0,1595.29,5443.4
5960,1378.71,-1400.92,-251.1,3146,859,8844,2938,-2944,0,1601.01,9426.1
5980,1383.62,-1405.91,-249.1,-531,-965,6590,2948,-2954,0,1606.45,6681.4
6000,1388.55,-1410.92,-252.3,-40,2284,13358,2959,-2963,0,1611.89,13551.9
6020,1393.48,-1415.93,-251.2,1504,2591,14542,2969,-2972,0,1617.06,14847.4
6040,1398.41,-1420.94,-251.8,1691,2682,13093,2979,-2982,0,1622.51,13471.4
6060,1403.35,-1425.96,-250.6,487,4598,8615,2990,-2992,0,1628.22,9777.4
6080,1408.31,-1431.0,-251.1,151,-462,8211,3001,-3002,0,1633.94,8225.4
6100,1413.22,-1435.99,-250.8,707,2325,13690,3012,-3012,0,1639.66,13904.0
6120,1418.14,-1440.99,-250.4,-3275,1161,8734,3022,-3022,0,1645.1,9399.8
6140,1423.09,-1446.02,-253.1,-254,394,11278,3032,-3033,0,1650.82,11287.7
6160,1428.07,-1451.08,-254.5,345,1573,9453,3042,-3043,0,1656.26,9589.2
6180,1433.07,-1456.16,-255.2,-1526,866,11636,3052,-3055,0,1662.25,11767.5
6200,1438.09,-1461.26,-255.9,518,2342,8558,3062,-3066,0,1667.96,8887.8
6220,1443.07,-1466.32,-252.9,-1535,-558,8701,3073,-3076,0,1673.68,8853.0
6240,1448.03,-1471.66,-253.6,-521,2586,12305,3084,-3087,0,1679.67,12584.6
6260,1453.27,-1476.68,-250.4,570,1468,7172,3094,-3099,0,1685.66,7342.9
6280,1458.15,-1481.64,-246.7,-175,4153,10523,3104,-3109,0,1691.1,11314.2
6300,1462.98,-1486.55,-245.2,1380,1800,9637,3114,-3120,0,1696.82,9900.3
6320,1467.8,-1491.45,-242.6,997,2878,3934,3124,-3130,0,1702.26,4975.3
