ms,heading,rotZ,wz,ax,ay,az,left,right,stationary,enc_heading,acc_abs
2460,501.6,-510.0,-260.8,430,5889,15923,1086,-1088,0,591.74,16982.6
2480,506.78,-514.94,-259.7,316,3923,12192,1097,-1098,0,597.45,12811.5
2500,511.94,-520.18,-259.0,-1118,1539,7187,1107,-1108,0,602.89,7434.5
2520,517.11,-525.75,-260.6,-1893,2823,6989,1118,-1118,0,608.61,7771.7
2540,522.62,-531.04,-261.6,-1043,4613,19596,1128,-1129,0,614.33,20158.6
2560,527.8,-536.3,-261.1,-329,1384,9391,1138,-1140,0,620.04,9498.1
2580,532.99,-541.58,-260.3,-140,3123,6294,1149,-1150,0,625.76,7027.6
2600,538.2,-546.87,-262.5,409,2373,11593,1160,-1160,0,631.47,11840.4
2620,543.4,-552.15,-262.0,-808,526,3432,1171,-1172,0,637.73,3564.9
2640,548.59,-557.43,-260.1,-711,2577,9690,1181,-1183,0,643.45,10052.0
2660,553.74,-562.66,-257.5,-441,2898,14679,1191,-1194,0,649.17,14968.8
2680,558.84,-567.85,-254.8,-363,2732,10619,1201,-1206,0,655.15,10970.8
2700,563.91,-572.99,-253.8,1788,1556,14280,1211,-1216,0,660.6,14475.4
2720,568.93,-578.1,-251.3,-14,4569,16639,1222,-1228,0,666.86,17254.9
2740,573.93,-583.18,-249.6,-1216,3815,9635,1232,-1239,0,672.57,10433.9
2760,578.91,-588.24,-249.2,101,854,7963,1243,-1249,0,678.29,8009.3
2780,583.87,-593.28,-250.2,1935,83,15565,1253,-1259,0,683.73,15685.0
2800,588.83,-598.32,-248.9,430,373,9417,1264,-1269,0,689.45,9434.2
2820,593.78,-603.34,-247.4,1314,2531,6695,1273,-1280,0,694.89,7277.1
2840,598.7,-608.34,-244.2,-225,3884,6707,1283,-1289,0,700.07,7753.7
2860,603.57,-613.3,-244.7,-40,1331,4459,1293,-1300,0,705.78,4653.6
2880,608.48,-618.28,-248.8,876,3506,10017,1303,-1308,0,710.68,10648.9
2900,613.45,-623.34,-251.7,989,4735,10282,1314,-1319,0,716.67,11363.0
2920,618.48,-628.44,-254.5,-185,4517,10760,1325,-1328,0,722.11,11671.1
2940,623.56,-633.6,-256.0,-1753,2201,4954,1336,-1340,0,728.37,5697.3
2960,628.95,-639.08,-258.5,-3301,4325,-787,1346,-1351,0,734.09,5497.4
2980,634.02,-644.23,-252.5,250,-1586,12085,1357,-1362,0,740.08,12191.2
3000,639.04,-649.34,-253.7,-1320,1343,3621,1368,-1372,0,745.79,4081.4
3020,644.08,-654.46,-253.3,-488,6883,9150,1378,-1384,0,751.78,11460.2
3040,649.14,-659.59,-253.5,366,3918,20735,1388,-1395,0,757.5,21105.1
3060,654.16,-664.7,-252.7,639,4450,10038,1398,-1406,0,763.21,10998.7
3080,659.17,-669.78,-253.6,-976,3669,13415,1408,-1416,0,768.66,13941.9
3100,664.16,-674.86,-250.6,-1104,-9,7199,1418,-1426,0,774.1,7283.2
3120,669.15,-679.93,-252.0,-2168,2253,11727,1428,-1435,0,779.27,12136.7
3140,674.17,-685.03,-252.9,-585,2598,9059,1439,-1444,0,784.72,9442.3
3160,679.2,-690.15,-253.2,359,4256,16377,1449,-1453,0,789.89,16924.8
3180,684.22,-695.25,-251.6,1212,2349,16283,1460,-1463,0,795.6,16496.1
3200,689.27,-700.37,-254.1,-31,6670,17084,1470,-1473,0,801.05,18339.9
3220,694.32,-705.51,-254.2,-64,3015,10029,1481,-1483,0,806.76,10472.6
3240,699.36,-710.63,-252.0,-164,2826,13845,1491,-1494,0,812.48,14131.4
3260,704.37,-715.72,-251.6,802,3460,13547,1501,-1504,0,817.92,14004.9
3280,709.39,-720.82,-253.6,-682,1724,6255,1511,-1514,0,823.37,6524.0
3300,714.44,-725.95,-253.4,-2052,1506,6716,1522,-1524,0,829.08,7182.2
3320,719.51,-731.1,-255.3,1387,2454,12508,1533,-1535,0,835.07,12821.7
3340,724.6,-736.27,-255.6,-716,447,8925,1543,-1546,0,840.79,8964.8
3360,729.66,-741.72,-252.3,1759,2450,5849,1553,-1557,0,846.5,6580.8
3380,734.69,-746.82,-253.4,1283,3216,9537,1563,-1568,0,852.22,10146.1
3400,739.73,-751.94,-253.4,-936,4723,10387,1573,-1579,0,857.93,11448.7
3420,745.02,-757.03,-249.0,2676,-1588,9152,1583,-1590,0,863.65,9666.5
3440,749.94,-762.02,-247.2,1852,2359,8484,1594,-1600,0,869.37,8998.5
3460,754.8,-766.96,-240.7,2435,136,9453,1604,-1610,0,874.81,9762.5
3480,759.6,-771.84,-240.1,684,18,8722,1615,-1620,0,880.53,8748.8
3500,764.35,-776.67,-236.8,861,715,5983,1624,-1630,0,885.7,6086.8
3520,769.09,-781.48,-237.8,2200,2100,10320,1635,-1640,0,891.41,10758.8
3540,773.84,-786.31,-238.1,-924,179,5632,1644,-1650,0,896.58,5710.1
3560,778.59,-791.14,-239.4,482,2545,15034,1654,-1660,0,902.03,15255.5
3580,783.35,-795.97,-240.1,546,5034,10019,1664,-1669,0,907.2,11225.8
3600,788.15,-800.84,-242.9,376,1932,7872,1675,-1679,0,912.92,8114.3
3620,792.99,-805.76,-243.6,-528,1113,4794,1686,-1688,0,918.36,4949.7
3640,797.87,-810.72,-245.7,-1870,5496,9611,1697,-1699,0,924.35,11228.3
3660,802.79,-815.72,-248.5,-197,157,6979,1708,-1710,0,930.34,6983.5
3680,807.73,-820.74,-249.3,2290,1757,16663,1718,-1721,0,936.05,16911.1
3700,812.67,-825.77,-249.0,-1277,3621,17079,1729,-1731,0,941.77,17505.3
3720,817.66,-830.83,-251.1,248,452,8722,1739,-1743,0,947.76,8737.2
3740,822.66,-835.91,-253.3,343,-3866,7996,1749,-1754,0,953.47,8888.2
3760,827.65,-840.99,-252.9,416,1132,10346,1759,-1765,0,959.19,10416.1
3780,832.67,-846.08,-253.2,-884,1355,6210,1769,-1775,0,964.63,6417.3
3800,837.72,-851.21,-254.8,-405,2062,11046,1779,-1785,0,970.08,11244.1
3820,842.81,-856.69,-257.3,-936,3333,9300,1790,-1795,0,975.79,9923.5
3840,847.92,-861.89,-259.7,-244,1650,15032,1801,-1804,0,981.24,15124.3
3860,853.07,-867.12,-259.2,598,3436,11132,1812,-1814,0,986.95,11665.6
3880,858.52,-872.35,-258.9,2485,1321,12520,1822,-1824,0,992.39,12832.4
3900,863.68,-877.59,-258.4,-353,1118,9878,1833,-1833,0,997.84,9947.3
3920,868.82,-882.82,-257.7,-851,1585,5759,1843,-1844,0,1003.55,6033.4
3940,873.94,-888.02,-254.2,-1306,1779,4992,1853,-1854,0,1009.0,5458.1
3960,879.04,-893.21,-257.0,-957,1894,9587,1864,-1865,0,1014.99,9819.0
3980,884.17,-898.41,-257.2,869,-340,9852,1874,-1875,0,1020.43,9896.1
4000,889.31,-903.64,-259.1,712,-1473,4631,1885,-1885,0,1026.15,4911.5
4020,894.45,-908.86,-257.5,902,-769,9171,1896,-1896,0,1032.13,9247.3
4040,899.56,-914.05,-256.1,-1171,2133,4832,1905,-1907,0,1037.58,5410.1
4060,904.63,-919.21,-254.7,-912,380,9847,1916,-1918,0,1043.57,9896.4
4080,909.69,-924.34,-253.9,1089,97,6986,1926,-1929,0,1049.28,7071.0
4100,914.7,-929.44,-250.3,-559,2483,13573,1935,-1940,0,1054.73,13809.6
4120,919.66,-934.48,-247.2,579,2689,7459,1945,-1951,0,1060.44,7950.0
4140,924.55,-939.45,-246.4,3001,1053,16109,1956,-1961,0,1066.16,16419.9
4160,929.42,-944.39,-245.4,-1166,2160,10638,1966,-1972,0,1071.87,10917.5
4180,934.3,-949.35,-244.2,-687,311,8035,1977,-1982,0,1077.59,8070.3
4200,939.15,-954.28,-244.9,-1078,2407,16620,1987,-1992,0,1083.03,16828.0
4220,944.03,-959.24,-244.9,-443,2852,8591,1997,-2002,0,1088.48,9062.9
4240,948.91,-964.2,-245.6,-1656,2531,1049,2006,-2012,0,1093.65,3201.4
4260,953.79,-969.45,-246.7,738,646,13279,2017,-2023,0,1099.64,13315.2
4280,958.69,-974.42,-247.5,-192,2648,10511,2027,-2031,0,1104.54,10841.1
4300,963.62,-979.44,-250.3,-3720,6114,19254,2037,-2041,0,1109.98,20541.1
4320,968.88,-984.49,-252.2,-116,1115,13324,2048,-2052,0,1115.97,13371.1
4340,973.91,-989.6,-255.3,-1763,4622,9587,2059,-2063,0,1121.96,10788.0
4360,979.0,-994.77,-256.6,-1445,2617,8144,2069,-2074,0,1127.67,8675.3
4380,984.09,-999.94,-255.4,-846,1645,9140,2079,-2085,0,1133.39,9325.3
4400,989.14,-1005.08,-250.4,-2393,-2771,19023,2090,-2096,0,1139.38,19372.1
4420,994.2,-1010.22,-258.0,-2426,8505,10325,2101,-2108,0,1145.64,13595.1
4440,999.24,-1015.34,-251.8,4878,4110,10903,2111,-2118,0,1151.08,12631.8
4460,1004.24,-1020.42,-251.8,2281,-1128,12157,2121,-2129,0,1156.8,12420.5
4480,1009.25,-1025.51,-250.9,584,488,5181,2131,-2138,0,1161.97,5236.6
4500,1014.25,-1030.59,-249.1,1091,2248,13745,2141,-2148,0,1167.41,13970.3
4520,1019.2,-1035.61,-248.6,707,-1025,11817,2152,-2157,0,1172.85,11882.4
4540,1024.16,-1040.66,-251.5,1314,1312,9374,2162,-2166,0,1178.03,9556.1
4560,1029.16,-1045.74,-250.2,-1156,-364,8316,2173,-2176,0,1183.74,8403.8
4580,1034.16,-1050.82,-250.2,-119,2888,7373,2183,-2185,0,1188.91,7919.3
4600,1039.16,-1055.9,-249.1,928,248,5821,2194,-2195,0,1194.63,5899.7
4620,1044.15,-1060.98,-251.2,-26,1743,10346,2204,-2206,0,1200.35,10491.8
4640,1049.13,-1066.03,-250.6,2392,-1868,10208,2214,-2216,0,1205.79,10649.6
4660,1054.09,-1071.08,-249.5,-1178,2960,4818,2225,-2226,0,1211.51,5776.0
4680,1059.07,-1076.13,-250.4,-1216,-385,10186,2235,-2236,0,1216.95,10265.5
4700,1064.04,-1081.18,-247.9,1686,1338,7065,2246,-2247,0,1222.94,7385.6
4720,1068.99,-1086.21,-251.3,1219,2363,13867,2257,-2258,0,1228.93,14119.6
4740,1073.95,-1091.55,-248.3,-1462,1983,10948,2266,-2268,0,1234.1,11221.8
4760,1079.18,-1096.56,-248.1,-1223,2047,7036,2276,-2279,0,1239.81,7429.1
4780,1084.12,-1101.59,-249.9,1056,519,15409,2286,-2290,0,1245.53,15453.9
4800,1089.07,-1106.61,-248.4,-182,4821,10810,2296,-2301,0,1251.24,11837.7
4820,1093.97,-1111.6,-245.8,1089,-1188,9482,2307,-2312,0,1257.23,9618.0
4840,1098.86,-1116.56,-246.0,91,1458,9945,2318,-2322,0,1262.95,10051.7
4860,1103.72,-1121.5,-243.4,-682,955,4748,2328,-2333,0,1268.66,4890.9
4880,1108.51,-1126.37,-238.7,-1592,3760,10017,2339,-2343,0,1274.38,10817.2
4900,1113.26,-1131.19,-238.7,745,2277,13797,2349,-2353,0,1279.82,14003.5
4920,1117.99,-1136.0,-239.5,-1559,255,9639,2358,-2363,0,1285.0,9767.6
4940,1122.72,-1140.81,-238.0,1994,-2204,3179,2368,-2372,0,1290.17,4352.0
4960,1127.45,-1145.62,-238.5,-225,-48,8335,2379,-2384,0,1296.43,8338.2
4980,1132.2,-1150.44,-240.6,-2673,5566,6583,2389,-2392,0,1301.33,9025.6
5000,1137.01,-1155.33,-243.2,-2715,1036,9642,2400,-2402,0,1307.04,10070.4
5020,1141.87,-1160.26,-244.2,-1182,1115,3733,2412,-2413,0,1313.3,4071.3
5040,1146.8,-1165.27,-248.6,51,1642,7027,2423,-2424,0,1319.29,7216.5
5060,1151.76,-1170.32,-248.1,1011,505,10196,2434,-2437,0,1325.82,10258.4
5080,1156.69,-1175.33,-247.0,402,1836,10528,2444,-2445,0,1330.72,10694.5
5100,1161.62,-1180.33,-249.6,117,2066,14545,2454,-2456,0,1336.44,14691.5
5120,1166.58,-1185.37,-249.5,3252,-1768,13482,2465,-2467,0,1342.43,13980.9
5140,1171.54,-1190.42,-249.7,686,394,10965,2475,-2478,0,1348.14,10993.5
5160,1176.5,-1195.75,-249.1,-1569,3489,11796,2485,-2489,0,1353.86,12400.8
5180,1181.77,-1200.81,-250.3,-3372,6222,9931,2495,-2498,0,1359.03,12194.6
5200,1186.78,-1205.89,-251.1,-3052,2457,11552,2506,-2508,0,1364.75,12198.4
5220,1191.82,-1211.02,-254.6,-1268,4311,2840,2517,-2517,0,1370.19,5315.8
5240,1196.93,-1216.21,-258.0,1027,1997,12754,2528,-2530,0,1376.72,12950.2
5260,1202.06,-1221.43,-257.9,80,1669,14550,2539,-2537,0,1381.62,14645.6
5280,1207.16,-1226.61,-257.0,-1844,706,9742,2550,-2547,0,1387.34,9940.1
5300,1212.29,-1231.82,-258.3,-1097,3846,15641,2558,-2558,0,1392.51,16144.2
5320,1217.42,-1237.03,-258.3,688,3367,12016,2570,-2568,0,1398.5,12497.8
5340,1222.53,-1242.23,-257.6,705,792,12625,2578,-2579,0,1403.67,12669.4
5360,1227.63,-1247.41,-255.4,-628,5020,6833,2591,-2589,0,1409.93,8502.0
5380,1232.76,-1252.62,-259.7,622,90,9035,2603,-2600,0,1416.19,9056.8
5400,1237.92,-1257.86,-259.4,2314,2057,12348,2611,-2611,0,1421.36,12730.2
5420,1243.07,-1263.1,-258.1,167,1147,8698,2621,-2622,0,1427.08,8774.9
5440,1248.2,-1268.31,-255.7,985,3796,14717,2634,-2636,0,1434.43,15230.6
5460,1253.26,-1273.45,-252.9,1181,-91,7356,2644,-2645,0,1439.6,7450.8
5480,1258.29,-1278.56,-253.1,2075,4407,11674,2654,-2655,0,1445.04,12649.5
5500,1263.29,-1283.64,-250.9,693,2471,6967,2662,-2667,0,1450.49,7424.6
5520,1268.26,-1288.69,-248.3,-517,1602,4727,2675,-2680,0,1457.56,5017.8
5540,1273.18,-1293.69,-246.7,-92,1604,7710,2686,-2691,0,1463.55,7875.6
5560,1278.06,-1298.65,-243.9,764,2148,12555,2696,-2701,0,1468.99,12760.3
5580,1282.9,-1303.86,-244.2,350,3654,10327,2706,-2709,0,1473.89,10960.0
5600,1287.75,-1308.5,-245.6,2051,809,7402,2716,-2722,0,1480.15,7723.4
5620,1292.63,-1313.75,-244.7,-789,3825,13809,2723,-2731,0,1484.51,14350.7
5640,1297.78,-1318.69,-244.9,-1514,5142,11767,2736,-2743,0,1491.31,12930.4
5660,1302.7,-1323.68,-249.9,58,3626,10213,2744,-2749,0,1495.12,10837.7
5680,1307.68,-1328.75,-249.7,-2099,2567,4904,2755,-2762,0,1501.66,5919.8
5700,1312.68,-1333.83,-250.6,-1130,2330,6702,2766,-2773,0,1507.65,7184.9
5720,1317.7,-1338.93,-252.3,-1953,4601,9589,2777,-2783,0,1513.36,10813.5
5740,1322.74,-1344.05,-255.7,-107,-1176,3592,2788,-2792,0,1518.81,3781.1
5760,1327.81,-1349.2,-256.1,409,3619,6606,2801,-2805,0,1525.88,7543.5
5780,1332.89,-1354.37,-256.4,468,1547,10750,2809,-2817,0,1531.33,10870.8
5800,1338.01,-1359.57,-256.7,-2370,6555,13568,2819,-2828,0,1537.04,15253.7
5820,1343.11,-1364.75,-251.3,-782,8397,9866,2830,-2836,0,1542.21,12979.2
5840,1348.19,-1369.91,-255.2,402,1451,7509,2839,-2850,0,1548.47,7658.5
5860,1353.31,-1375.11,-257.6,-2689,2708,11452,2850,-2860,0,1554.19,12071.1
5880,1358.41,-1380.29,-255.8,-289,1290,11447,2859,-2869,0,1559.09,11523.1
5900,1363.51,-1385.48,-258.2,1030,948,4235,2871,-2877,0,1564.53,4460.4
5920,1368.66,-1390.71,-260.9,-2272,2335,10891,2881,-2888,0,1570.25,11367.9
5940,1373.82,-1395.96,-260.1,-851,979,5458,2892,-2898,0,1575.96,5610.0
5960,1379.0,-1401.21,-260.3,-408,3882,8517,2906,-2908,0,1582.5,9368.9
5980,1384.19,-1406.49,-261.6,-1185,5458,8472,2913,-2918,0,1587.12,10147.4
6000,1389.35,-1411.74,-260.2,-2005,8016,11989,2924,-2928,0,1592.84,14560.6
6020,1394.45,-1416.91,-256.2,-2054,2749,16498,2933,-2939,0,1598.28,16851.1
6040,1399.54,-1422.09,-256.9,-1372,394,7660,2943,-2949,0,1603.73,7791.9
6060,1404.64,-1427.58,-257.2,513,-141,4199,2954,-2960,0,1609.72,4232.6
6080,1410.06,-1432.77,-255.2,-744,-2745,1725,2965,-2970,0,1615.43,3326.3
6100,1415.16,-1437.96,-256.7,741,4646,9002,2975,-2981,0,1621.15,10157.3
6120,1420.25,-1443.13,-256.4,-998,1132,13850,2985,-2991,0,1626.59,13932.0
6140,1425.3,-1448.26,-253.6,-2625,6531,15178,2996,-3003,0,1632.85,16730.7
6160,1430.32,-1453.37,-252.4,-2227,811,12379,3006,-3013,0,1638.3,12603.8
6180,1435.33,-1458.46,-251.7,-488,3494,6989,3016,-3024,0,1644.01,7828.9
6200,1440.3,-1463.5,-247.7,596,-1514,1694,3026,-3035,0,1649.73,2348.8
6220,1445.23,-1468.51,-247.0,-3118,6819,14755,3036,-3045,0,1655.17,16550.9
6240,1450.11,-1473.48,-244.4,771,212,15082,3046,-3055,0,1660.61,15103.2
6260,1454.94,-1478.38,-243.4,-1400,4419,14905,3057,-3065,0,1666.33,15609.2
6280,1459.75,-1483.26,-241.7,1596,157,13019,3066,-3075,0,1671.5,13117.4
6300,1464.54,-1488.14,-241.0,-1661,3271,13000,3077,-3085,0,1677.22,13507.7
6320,1469.31,-1492.98,-239.8,-803,3264,11911,3086,-3094,0,1682.12,12376.2
