ms,heading,rotZ,wz,ax,ay,az,left,right,stationary,enc_heading,acc_abs
960,124.85,-127.15,-253.8,-1017,742,9291,290,-288,0,157.32,9375.9
980,130.14,-132.23,-256.6,-182,2668,15763,300,-300,0,163.31,15988.2
1000,135.17,-137.34,-255.6,4,3693,12524,310,-312,0,169.3,13057.1
1020,140.18,-142.43,-254.9,-2045,3017,9659,321,-324,0,175.56,10323.8
1040,145.22,-147.55,-259.1,3046,2335,15763,331,-336,0,181.55,16223.5
1060,150.28,-152.7,-257.2,324,-793,6790,343,-348,0,188.08,6843.8
1080,155.31,-157.81,-254.7,-308,1647,10571,354,-359,0,194.07,10703.0
1100,160.3,-162.88,-254.8,470,-1212,5849,365,-370,0,200.06,5991.7
1120,165.28,-167.94,-254.8,-1604,4699,11268,375,-381,0,205.77,12313.5
1140,170.26,-173.0,-253.4,-1254,227,6778,386,-392,0,211.76,6896.8
1160,175.25,-178.07,-255.0,-2163,1750,14440,396,-402,0,217.21,14705.6
1180,180.25,-183.15,-253.6,174,1796,8512,407,-413,0,223.19,8701.2
1200,185.24,-188.22,-253.9,-230,4713,11333,418,-424,0,229.18,12276.1
1220,190.28,-193.33,-256.9,812,2179,6076,430,-433,0,234.9,6505.8
1240,195.34,-198.48,-258.2,1646,2014,14079,441,-444,0,240.89,14317.3
1260,200.4,-203.62,-257.7,-201,1432,5529,453,-454,0,246.87,5715.0
1280,205.51,-208.82,-261.7,-1592,3614,10315,463,-466,0,252.86,11045.1
1300,210.65,-214.04,-261.2,-564,3556,10521,474,-478,0,259.12,11120.0
1320,215.76,-219.23,-258.7,743,2098,9797,485,-489,0,265.11,10046.6
1340,220.86,-224.42,-261.4,1350,107,10454,496,-501,0,271.37,10541.4
1360,225.99,-229.62,-260.9,-517,3631,11562,507,-513,0,277.63,12129.8
1380,231.09,-234.8,-259.5,331,1470,8830,517,-524,0,283.35,8957.6
1400,236.18,-239.98,-259.4,146,428,16233,525,-535,0,288.52,16239.3
1420,241.55,-245.44,-257.4,-1877,6177,5763,538,-545,0,294.78,8653.9
1440,246.59,-250.56,-255.0,-2798,4773,9530,546,-554,0,299.41,11019.6
1460,251.64,-255.69,-258.1,-1713,4613,6893,557,-564,0,305.12,8469.2
1480,256.78,-260.91,-263.5,-1405,-515,16238,568,-574,0,310.84,16306.8
1500,261.95,-266.16,-261.6,1219,-6094,1113,582,-584,0,317.37,6313.6
1520,267.16,-271.46,-265.3,-66,7556,9862,590,-594,0,322.27,12424.0
1540,272.36,-276.74,-261.8,184,-8822,75,600,-605,0,327.99,8824.2
1560,277.54,-282.01,-265.4,-1649,3801,8663,610,-615,0,333.43,9602.8
1580,282.73,-287.28,-264.8,970,1204,11017,622,-626,0,339.69,11125.0
1600,287.96,-292.59,-270.0,1018,-244,8703,633,-636,0,345.41,8765.7
1620,293.18,-297.89,-265.1,-1668,1204,6200,644,-646,0,351.12,6532.4
1640,298.36,-303.17,-264.9,-379,-551,3836,654,-658,0,357.11,3893.9
1660,303.56,-308.44,-263.4,101,-1092,7746,664,-669,0,362.83,7823.2
1680,308.72,-313.68,-262.7,3153,-2850,10370,674,-680,0,368.54,11207.2
1700,313.85,-318.9,-261.2,2755,366,7612,684,-691,0,374.26,8103.5
1720,318.93,-324.07,-257.5,-668,2720,11512,695,-702,0,380.25,11847.8
1740,323.95,-329.16,-253.5,-325,2888,10222,706,-713,0,386.23,10627.1
1760,328.88,-334.18,-251.3,1378,1868,12983,716,-724,0,391.95,13188.9
1780,333.77,-339.14,-247.1,4063,-1312,4132,727,-734,0,397.67,5941.6
1800,338.59,-344.04,-243.5,2229,93,14619,737,-744,0,403.11,14788.2
1820,343.35,-348.87,-242.8,812,-429,8297,747,-754,0,408.55,8347.7
1840,348.12,-353.72,-241.4,982,1422,3772,756,-765,0,414.0,4149.0
1860,352.9,-358.86,-242.6,1966,4423,10248,766,-774,0,419.17,11333.6
1880,357.92,-363.68,-242.5,561,107,13606,777,-784,0,424.88,13618.0
1900,362.7,-368.54,-245.6,-1145,3013,11204,788,-793,0,430.33,11658.4
1920,367.52,-373.43,-245.8,1314,823,10540,799,-804,0,436.32,10653.4
1940,372.35,-378.35,-249.1,-1528,4107,13303,810,-813,0,441.76,14006.1
1960,377.27,-383.34,-250.3,58,-2731,1235,821,-824,0,447.75,2997.8
1980,382.21,-388.36,-251.9,-929,4625,10946,831,-835,0,453.46,11919.3
2000,387.1,-393.33,-248.7,160,-606,8464,842,-847,0,459.72,8487.2
2020,392.01,-398.32,-250.6,-462,3197,6747,853,-858,0,465.71,7480.4
2040,396.93,-403.32,-250.6,568,426,7662,864,-869,0,471.7,7694.8
2060,401.82,-408.28,-247.5,1741,512,12436,873,-880,0,477.14,12567.7
2080,406.67,-413.22,-248.3,409,2186,5324,884,-891,0,483.13,5769.8
2100,411.54,-418.16,-247.3,-268,1417,7258,894,-901,0,488.58,7399.9
2120,416.39,-423.09,-245.3,603,1786,10910,905,-911,0,494.29,11071.7
2140,421.26,-428.04,-250.8,1947,1487,10793,916,-920,0,499.74,11067.6
2160,426.19,-433.05,-252.0,793,3377,13733,927,-930,0,505.45,14164.3
2180,431.15,-438.1,-251.9,1705,-2177,2940,938,-939,0,510.9,4036.1
2200,436.09,-443.11,-249.9,1563,1202,11555,948,-949,0,516.34,11722.0
2220,441.03,-448.13,-251.9,-576,2344,15581,959,-959,0,522.06,15766.9
2240,445.99,-453.17,-252.0,-661,694,5639,969,-970,0,527.77,5719.9
2260,450.97,-458.23,-255.2,-1455,4402,9281,980,-981,0,533.76,10374.6
2280,455.97,-463.31,-256.1,-3156,6352,9594,991,-991,0,539.48,11931.2
2300,460.98,-468.4,-254.3,-739,1398,5386,1002,-1002,0,545.46,5613.3
2320,466.32,-473.83,-258.6,65,1204,5804,1013,-1013,0,551.45,5927.9
2340,471.4,-478.99,-258.5,-232,2339,7748,1023,-1024,0,557.17,8096.7
2360,476.46,-484.13,-253.0,-142,4124,6048,1034,-1036,0,563.43,7321.6
2380,481.49,-489.24,-255.9,1124,679,11197,1044,-1047,0,569.14,11273.7
2400,486.51,-494.34,-255.7,1613,-2606,32,1054,-1058,0,574.86,3065.0
2420,491.53,-499.44,-254.7,-976,6297,13224,1065,-1070,0,581.12,14679.2
2440,496.52,-504.52,-252.5,-1827,3992,10886,1077,-1081,0,587.38,11737.9
2460,501.52,-509.59,-256.2,1435,-1392,8782,1087,-1092,0,593.1,9006.7
2480,506.52,-514.68,-254.0,-1753,2634,5880,1098,-1102,0,598.81,6677.2
2500,511.53,-519.77,-255.6,-1192,2876,8304,1108,-1112,0,604.26,8868.4
2520,516.56,-524.88,-256.4,39,2402,9525,1118,-1123,0,609.97,9823.3
2540,521.59,-529.99,-255.9,-239,701,6449,1128,-1133,0,615.42,6491.4
2560,526.61,-535.09,-255.9,1722,54,7342,1138,-1143,0,620.86,7541.4
2580,531.67,-540.23,-259.3,1523,2280,9114,1150,-1153,0,626.85,9517.5
2600,536.78,-545.42,-261.8,-201,-1547,7774,1161,-1164,0,632.84,7929.0
2620,541.89,-550.62,-261.5,731,483,9341,1173,-1174,0,638.82,9382.0
2640,547.04,-555.85,-262.9,764,1523,8856,1183,-1186,0,644.81,9018.4
2660,552.18,-561.07,-260.9,2257,-867,9393,1193,-1197,0,650.53,9699.2
2680,557.27,-566.24,-257.9,1996,-1121,12233,1204,-1209,0,656.79,12445.4
2700,562.35,-571.41,-260.0,1108,1118,12441,1215,-1221,0,663.05,12540.2
2720,567.45,-576.59,-258.1,260,335,11786,1225,-1232,0,668.76,11793.6
2740,572.49,-581.71,-254.4,1075,1844,11624,1235,-1243,0,674.48,11818.3
2760,577.51,-587.11,-257.0,-126,2423,8639,1245,-1254,0,680.2,8973.2
2780,582.85,-592.23,-256.1,-1135,1420,12085,1256,-1264,0,685.91,12221.0
2800,587.86,-597.32,-253.1,1165,4021,9276,1267,-1274,0,691.63,10176.9
2820,592.83,-602.38,-254.7,-457,2577,12173,1277,-1283,0,696.8,12451.2
2840,597.84,-607.47,-255.6,243,2874,12503,1288,-1292,0,702.24,12831.4
2860,602.87,-612.57,-257.9,-175,1578,11101,1299,-1303,0,708.23,11214.0
2880,607.92,-617.71,-258.7,-370,1089,8538,1309,-1312,0,713.4,8615.1
2900,613.01,-622.88,-258.7,72,3235,10671,1320,-1322,0,719.12,11150.8
2920,618.07,-628.02,-256.5,-2279,5846,14707,1330,-1333,0,724.83,15989.5
2940,623.12,-633.16,-258.2,-896,8230,19090,1340,-1343,0,730.28,20807.8
2960,628.21,-638.33,-257.7,-2877,1750,14299,1351,-1354,0,736.27,14690.2
2980,633.31,-643.51,-260.2,-2727,2311,6723,1363,-1364,0,742.25,7614.2
3000,638.42,-648.7,-260.0,-1967,2282,8238,1373,-1375,0,747.97,8771.6
3020,643.56,-653.92,-261.1,992,972,11481,1384,-1385,0,753.69,11564.7
3040,648.65,-659.09,-255.2,-1723,-3042,3060,1393,-1396,0,759.13,4646.1
3060,653.7,-664.22,-259.6,-164,564,8849,1403,-1407,0,764.85,8868.5
3080,658.73,-669.34,-255.9,906,-242,8302,1413,-1418,0,770.56,8354.8
3100,663.74,-674.43,-253.0,-434,-1298,2331,1424,-1429,0,776.55,2703.1
3120,668.68,-679.45,-248.8,-123,3631,12484,1434,-1440,0,782.27,13001.9
3140,673.56,-684.4,-247.6,-318,270,5785,1445,-1450,0,787.98,5800.0
3160,678.4,-689.32,-244.7,2295,727,12324,1455,-1461,0,793.7,12556.9
3180,683.2,-694.2,-245.2,87,3729,17000,1465,-1471,0,799.14,17404.4
3200,688.01,-699.38,-245.0,1447,804,11063,1475,-1481,0,804.59,11186.2
3220,693.13,-704.29,-246.1,790,-1207,6024,1485,-1491,0,810.03,6194.3
3240,697.95,-709.18,-246.1,-450,1556,8400,1496,-1501,0,815.75,8554.7
3260,702.8,-714.12,-249.3,-1540,6033,13160,1506,-1511,0,821.19,14558.6
3280,707.72,-719.11,-250.6,499,1036,8424,1517,-1522,0,827.18,8502.1
3300,712.65,-724.12,-252.1,-960,2399,15388,1528,-1531,0,832.62,15603.4
3320,717.6,-729.16,-253.9,2105,1087,10136,1539,-1543,0,838.88,10409.2
3340,722.6,-734.24,-253.1,271,3139,4851,1550,-1554,0,844.87,5784.4
3360,727.58,-739.3,-252.9,-372,3096,11755,1560,-1566,0,850.86,12161.6
3380,732.55,-744.35,-253.2,-83,2179,7392,1570,-1577,0,856.57,7706.9
3400,737.53,-749.4,-254.5,437,-146,9881,1581,-1589,0,862.83,9891.7
3420,742.47,-754.42,-252.1,127,3257,15476,1592,-1600,0,868.82,15815.5
3440,747.39,-759.42,-249.2,4,3961,9424,1601,-1611,0,874.27,10222.6
3460,752.31,-764.42,-250.4,371,1841,5582,1612,-1620,0,879.71,5889.5
3480,757.2,-769.39,-246.9,447,3300,6666,1623,-1630,0,885.43,7451.5
3500,762.02,-774.29,-245.3,-761,6392,15354,1634,-1640,0,891.14,16648.8
3520,766.88,-779.23,-247.4,674,-682,9766,1645,-1649,0,896.58,9813.0
3540,771.77,-784.19,-248.1,428,5343,12828,1656,-1658,0,902.03,13902.8
3560,776.64,-789.15,-248.5,2376,191,12672,1666,-1668,0,907.47,12894.2
3580,781.54,-794.13,-250.1,-1889,852,15338,1677,-1678,0,913.19,15477.4
3600,786.44,-799.11,-249.0,125,-117,5238,1686,-1688,0,918.36,5240.8
3620,791.36,-804.1,-248.9,888,5247,16759,1697,-1698,0,924.08,17583.6
3640,796.27,-809.09,-252.7,440,1784,12859,1708,-1708,0,929.79,12989.6
3660,801.2,-814.4,-251.1,2558,478,6091,1719,-1719,0,935.78,6623.6
3680,806.43,-819.42,-252.6,-1235,6826,16245,1731,-1729,0,941.77,17664.1
3700,811.4,-824.46,-254.8,-2753,5118,8467,1741,-1740,0,947.48,10269.5
3720,816.39,-829.54,-255.0,-1531,3508,13081,1751,-1752,0,953.47,13629.5
3740,821.38,-834.61,-254.3,-28,-685,7834,1761,-1763,0,959.19,7863.9
3760,826.38,-839.68,-256.6,769,1082,7894,1771,-1774,0,964.9,8004.8
3780,831.37,-844.75,-253.7,-1938,3623,16252,1783,-1785,0,971.16,16763.3
3800,836.32,-849.79,-251.5,-1938,1556,8999,1794,-1797,0,977.42,9335.9
3820,841.26,-854.81,-252.7,-2964,1388,10671,1804,-1808,0,983.14,11161.6
3840,846.19,-859.81,-249.9,354,2220,8689,1815,-1819,0,989.13,8975.1
3860,851.08,-864.79,-248.3,-256,2727,5603,1825,-1829,0,994.57,6236.6
3880,855.99,-869.78,-250.8,-443,941,10339,1835,-1839,0,1000.02,10391.2
3900,860.93,-874.8,-252.2,-1118,1144,6781,1845,-1850,0,1005.73,6967.1
3920,865.89,-879.83,-252.7,255,1865,8725,1856,-1860,0,1011.45,8925.7
3940,870.89,-884.91,-256.1,-69,921,12551,1867,-1870,0,1017.16,12584.9
3960,875.93,-890.03,-258.4,1056,33,8990,1878,-1881,0,1023.15,9051.9
3980,880.98,-895.17,-259.8,1392,742,17363,1889,-1891,0,1028.87,17434.5
4000,886.1,-900.37,-260.9,-687,2368,9286,1900,-1903,0,1035.13,9607.8
4020,891.26,-905.61,-260.6,-1749,5726,10454,1911,-1914,0,1041.12,12047.1
4040,896.35,-910.79,-258.8,-1611,4483,15457,1922,-1926,0,1047.38,16174.4
4060,901.43,-915.95,-261.0,-1083,4481,12598,1933,-1937,0,1053.36,13415.0
4080,906.51,-921.11,-255.0,-1377,5393,13446,1943,-1949,0,1059.35,14552.5
4100,911.55,-926.53,-254.8,-1083,4720,8792,1953,-1961,0,1065.34,10037.5
4120,916.89,-931.65,-257.1,359,2512,12145,1964,-1972,0,1071.33,12407.3
4140,921.95,-936.8,-258.2,-474,2366,10931,1973,-1982,0,1076.5,11194.2
4160,927.02,-941.94,-258.5,1305,2385,12073,1984,-1992,0,1082.22,12375.3
4180,932.1,-947.11,-260.9,651,450,8830,1996,-2002,0,1088.2,8865.4
4200,937.24,-952.33,-263.0,1011,732,10590,2007,-2011,0,1093.65,10663.3
4220,942.37,-957.55,-259.6,407,-927,11089,2018,-2021,0,1099.36,11135.1
4240,947.47,-962.73,-260.5,-199,260,7153,2028,-2031,0,1104.81,7160.5
4260,952.58,-967.93,-260.5,-1301,2109,5811,2039,-2041,0,1110.52,6317.3
4280,957.7,-973.12,-260.7,-1301,4167,14762,2048,-2052,0,1115.97,15393.9
4300,962.8,-978.31,-261.9,-642,3264,15242,2059,-2062,0,1121.68,15600.8
4320,967.94,-983.53,-262.6,-469,2696,4483,2070,-2073,0,1127.67,5252.2
4340,973.1,-988.77,-261.8,-1012,4546,7810,2081,-2083,0,1133.39,9093.2
4360,978.26,-994.02,-263.3,101,3642,5751,2092,-2094,0,1139.38,6808.0
4380,983.44,-999.28,-261.8,1366,6194,10217,2102,-2105,0,1145.09,12025.8
4400,988.59,-1004.51,-260.1,890,809,11462,2112,-2116,0,1150.81,11524.9
4420,993.69,-1009.69,-259.9,470,-498,3139,2122,-2127,0,1156.52,3212.8
4440,998.78,-1014.87,-259.1,-1974,2435,9838,2132,-2138,0,1162.24,10325.3
4460,1003.85,-1020.01,-258.4,-983,6076,16157,2143,-2149,0,1168.23,17289.7
4480,1008.84,-1025.09,-252.4,129,-2098,6200,2154,-2160,0,1174.22,6546.6
4500,1013.81,-1030.13,-253.6,-1578,9307,14289,2164,-2170,0,1179.66,17125.6
4520,1018.73,-1035.14,-249.6,2335,378,4703,2174,-2180,0,1185.1,5264.3
4540,1023.6,-1040.38,-246.7,-3057,4759,10857,2184,-2190,0,1190.55,12242.0
4560,1028.77,-1045.34,-248.6,-1351,2107,6537,2195,-2201,0,1196.54,6999.8
4580,1033.65,-1050.3,-249.7,103,4083,11705,2205,-2211,0,1201.98,12397.1
4600,1038.49,-1055.22,-244.3,-1370,4938,8130,2215,-2221,0,1207.42,9610.3
4620,1043.31,-1060.11,-246.2,-988,500,5214,2225,-2230,0,1212.59,5330.3
4640,1048.17,-1065.05,-248.9,1252,1412,10805,2236,-2241,0,1218.58,10968.6
4660,1053.04,-1070.0,-247.6,-1979,4610,12517,2247,-2251,0,1224.3,13484.9
4680,1057.94,-1074.98,-250.4,68,3990,7132,2258,-2262,0,1230.29,8172.5
4700,1062.87,-1079.99,-251.0,347,790,4548,2268,-2272,0,1235.73,4629.1
4720,1067.83,-1085.03,-254.3,1883,315,14089,2279,-2284,0,1241.99,14217.8
4740,1072.8,-1090.08,-254.9,497,464,12723,2289,-2295,0,1247.71,12741.2
4760,1077.79,-1095.15,-253.3,-263,3460,9035,2300,-2306,0,1253.69,9678.4
4780,1082.76,-1100.2,-252.4,-1391,3563,11462,2310,-2318,0,1259.68,12083.3
4800,1087.7,-1105.22,-251.5,-291,2569,13150,2320,-2328,0,1265.13,13401.8
4820,1092.65,-1110.25,-253.8,591,2533,9267,2331,-2338,0,1270.84,9625.1
4840,1097.62,-1115.3,-251.0,698,-714,10666,2341,-2348,0,1276.29,10712.6
4860,1102.54,-1120.3,-249.7,3027,1664,9415,2352,-2357,0,1281.73,10028.7
4880,1107.5,-1125.34,-252.8,-1618,1276,10877,2363,-2366,0,1287.17,11070.5
4900,1112.45,-1130.37,-250.7,-1794,3187,9353,2374,-2376,0,1292.89,10042.6
4920,1117.41,-1135.41,-251.0,712,941,4366,2385,-2386,0,1298.61,4522.7
4940,1122.4,-1140.48,-254.4,293,2366,7072,2395,-2396,0,1304.05,7463.0
4960,1127.39,-1145.55,-253.4,1707,1087,13024,2405,-2406,0,1309.49,13180.3
4980,1132.61,-1150.86,-249.2,399,749,15557,2415,-2417,0,1315.21,15580.1
5000,1137.25,-1155.85,-249.1,331,3015,7662,2426,-2427,0,1320.92,8240.5
5020,1142.47,-1160.87,-250.6,-557,-311,4734,2437,-2438,0,1326.91,4776.8
5040,1147.42,-1165.9,-251.8,-1054,2778,8214,2448,-2448,0,1332.63,8734.9
5060,1152.39,-1170.95,-254.3,2556,100,13107,2458,-2459,0,1338.34,13354.3
5080,1157.36,-1176.0,-250.6,-1355,5971,9479,2468,-2470,0,1344.06,11284.5
5100,1162.31,-1181.03,-252.9,2970,3446,15068,2478,-2481,0,1349.78,15739.8
5120,1167.26,-1186.06,-251.5,-1078,2004,8641,2489,-2492,0,1355.76,8935.6
5140,1172.22,-1191.1,-253.5,3399,-970,6719,2499,-2503,0,1361.48,7592.0
5160,1177.15,-1196.11,-250.0,1089,3005,6513,2510,-2514,0,1367.47,7255.0
5180,1182.03,-1201.06,-246.9,-2554,2296,6017,2521,-2525,0,1373.46,6928.1
5200,1186.91,-1206.02,-250.9,-685,4993,17437,2531,-2535,0,1378.9,18150.7
5220,1191.78,-1210.97,-249.5,2563,1223,13071,2542,-2546,0,1384.89,13375.9
5240,1196.64,-1215.92,-248.3,1323,3254,7941,2552,-2556,0,1390.33,8683.2
5260,1201.53,-1220.89,-248.8,-2486,4150,8684,2562,-2566,0,1395.78,9940.6
5280,1206.44,-1225.87,-249.7,4,1305,6291,2572,-2576,0,1401.22,6424.9
5300,1211.38,-1230.89,-253.1,143,-953,8861,2583,-2587,0,1407.21,8913.2
5320,1216.37,-1235.96,-256.3,146,1690,10996,2594,-2597,0,1412.92,11126.1
5340,1221.38,-1241.05,-254.7,1165,215,10260,2605,-2607,0,1418.64,10328.2
5360,1226.41,-1246.17,-260.1,418,835,8964,2617,-2617,0,1424.63,9012.5
5380,1231.51,-1251.34,-259.5,-393,2953,11975,2627,-2629,0,1430.62,12340.0
5400,1236.61,-1256.53,-256.8,1013,390,9341,2637,-2640,0,1436.33,9403.9
5420,1241.69,-1261.69,-258.4,18,3015,9465,2648,-2652,0,1442.59,9933.6
5440,1246.78,-1267.17,-258.2,-2012,2692,6136,2659,-2663,0,1448.58,6996.1
5460,1252.16,-1272.32,-257.9,-851,2505,11342,2669,-2676,0,1454.84,11646.5
5480,1257.2,-1277.45,-256.1,-841,1657,8710,2679,-2687,0,1460.56,8906.0
5500,1262.25,-1282.59,-256.7,1030,1187,10311,2689,-2697,0,1466.0,10430.1
5520,1267.3,-1287.71,-255.5,37,4804,13062,2700,-2707,0,1471.72,13917.5
5540,1272.29,-1292.78,-252.8,-100,4902,10998,2711,-2717,0,1477.43,12041.4
5560,1277.34,-1297.92,-260.7,748,318,14573,2722,-2726,0,1482.88,14595.6
5580,1282.45,-1303.11,-261.8,1212,-352,13594,2733,-2736,0,1488.59,13652.5
5600,1287.57,-1308.31,-260.1,-204,3779,5465,2743,-2746,0,1494.04,6647.5
5620,1292.72,-1313.55,-264.7,1454,4090,17038,2754,-2756,0,1499.75,17582.3
5640,1297.85,-1318.76,-258.9,1679,-1075,5247,2764,-2767,0,1505.47,5613.0
5660,1302.95,-1323.94,-259.6,2686,-965,14019,2775,-2777,0,1511.18,14306.6
5680,1308.06,-1329.13,-261.7,2376,3688,18540,2785,-2787,0,1516.63,19052.0
5700,1313.2,-1334.35,-263.3,2724,-239,14583,2796,-2798,0,1522.62,14837.2
5720,1318.34,-1339.57,-262.1,46,1441,14901,2807,-2809,0,1528.6,14970.6
5740,1323.5,-1344.82,-263.8,-438,1915,6394,2817,-2819,0,1534.05,6689.0
5760,1328.65,-1350.05,-260.4,7489,-6738,841,2827,-2831,0,1540.04,10109.1
5780,1333.78,-1355.26,-261.7,-10,3310,13797,2837,-2841,0,1545.48,14188.5
5800,1338.87,-1360.43,-260.9,1342,6160,5343,2847,-2853,0,1551.47,8264.0
5820,1343.92,-1365.56,-253.8,390,2203,11211,2858,-2864,0,1557.46,11432.1
5840,1348.93,-1370.65,-254.3,1001,1999,11605,2868,-2875,0,1563.17,11818.4
5860,1353.89,-1375.7,-251.2,134,4239,10669,2879,-2885,0,1568.89,11481.1
5880,1358.79,-1380.68,-247.5,454,4110,11032,2889,-2896,0,1574.6,11781.5
5900,1363.92,-1385.89,-243.7,23,3262,8147,2900,-2906,0,1580.32,8775.8
5920,1368.73,-1390.77,-243.7,-730,1436,7230,2909,-2915,0,1585.22,7407.3
5940,1373.55,-1395.68,-247.1,549,5046,11361,2919,-2926,0,1590.93,12443.3
5960,1378.35,-1400.56,-245.8,-486,4368,13635,2929,-2936,0,1596.38,14325.8
5980,1383.12,-1405.4,-243.5,-986,4249,12620,2940,-2947,0,1602.37,13352.6
6000,1387.92,-1410.28,-246.6,207,3276,12090,2951,-2955,0,1607.54,12527.7
6020,1392.75,-1415.18,-246.9,-1457,2598,15830,2961,-2966,0,1613.25,16107.8
6040,1397.6,-1420.11,-249.8,335,1202,13446,2973,-2977,0,1619.51,13503.8
6060,1402.51,-1425.1,-250.7,-1000,2830,7020,2984,-2988,0,1625.5,7634.7
6080,1407.42,-1430.09,-248.3,-597,3542,12971,2994,-2999,0,1631.22,13459.2
6100,1412.29,-1435.03,-247.9,-2152,5293,6781,3004,-3009,0,1636.66,8867.3
6120,1417.16,-1439.99,-250.0,-2227,3650,9030,3015,-3021,0,1642.92,9991.1
6140,1422.06,-1444.97,-250.2,461,339,4264,3026,-3033,0,1649.18,4302.2
6160,1426.96,-1449.94,-248.2,8,-606,12095,3036,-3044,0,1654.9,12110.2
6180,1431.87,-1454.94,-252.0,824,2301,11065,3046,-3055,0,1660.61,11331.7
6200,1436.82,-1459.96,-252.2,-590,3789,11309,3056,-3064,0,1665.79,11941.4
6220,1441.76,-1464.98,-250.0,-1045,1259,8491,3067,-3074,0,1671.5,8647.2
6240,1446.68,-1469.98,-252.4,-1301,311,3807,3078,-3083,0,1676.95,4035.2
6260,1451.68,-1475.06,-255.2,-3592,3813,15452,3089,-3093,0,1682.66,16315.8
6280,1456.68,-1480.15,-255.7,-3680,2857,10098,3100,-3103,0,1688.38,11120.9
6300,1461.66,-1485.21,-254.1,670,1515,13238,3111,-3113,0,1694.09,13341.2
6320,1466.65,-1490.27,-252.4,532,-769,7583,3121,-3123,0,1699.54,7640.4
