=== 実行ログ ===
スクリプト: run_gyro_state_trace.py
実行日時 : 2026-09-19 11:17:02
ハブ     : --name Pybricks Hub3
==================================================

Searching for Pybricks Hub3...

  0%|          | 0.00/7.45k [00:00<?, ?B/s]
 14%|█▎        | 1.01k/7.45k [00:00<00:00, 7.76kB/s]
 27%|██▋       | 2.03k/7.45k [00:00<00:00, 8.52kB/s]
 41%|████      | 3.04k/7.45k [00:00<00:00, 7.94kB/s]
 54%|█████▍    | 4.06k/7.45k [00:00<00:00, 8.06kB/s]
 68%|██████▊   | 5.07k/7.45k [00:00<00:00, 8.42kB/s]
 82%|████████▏ | 6.08k/7.45k [00:00<00:00, 8.68kB/s]
 95%|█████████▌| 7.10k/7.45k [00:01<00:00, 5.68kB/s]
100%|██████████| 7.45k/7.45k [00:01<00:00, 5.58kB/s]
=== ロボット初期化開始 ===
★ 走行設定: new （new＝今年の値 / old＝昨年の速度・加速度・PID）
✓ 機体の校正表: Pybricks Hub3 {'heading_correction': 365.8, 'wheel': 62.32, 'axle': 114.48}
✓ ハブ設定完了
✓ モーター設定完了
✓ デフォルト設定適用: 直進={'straight_acceleration': 800, 'straight_speed': 550}, 回転={'turn_acceleration': 313, 'turn_rate': 250}
✓ ロボットパラメータ設定完了
✓ PID制御設定完了（Pybricks の既定値を使用）
✓ センサー初期化完了
✓ モーター角度リセット完了: 全モーター=0°
=== ロボット初期化完了 ===
# imu.settings: (2.0, 2500.0, (0.107595, -1.197198, -0.486059), (366.1989, 351.5872, 362.0139), (10031.61, -9781.568, 9785.638, -9813.727, 9523.833, -10133.98), 365.8)
# 前: tilt (-0.157549, 0.2294451) / 角速度 Matrix([
    [   0.040],
    [  -0.019],
    [  -0.084],
])
# ★いま★ ライトが緑になったら（ピーと鳴ったら）、手で定規にぴったり当て直して、手を離してね
# 列: T,ms,heading*100,rotZ*100,wz*10,ax,ay,az,left,right,stationary
T,2660,55423,-56316,-2550,241,-223,4151,1163,-1169,0
T,2680,55932,-56833,-2564,-201,2385,7695,1174,-1180,0
T,2700,56442,-57351,-2552,-1386,2325,6224,1185,-1189,0
T,2720,56951,-57869,-2548,1859,4524,13943,1194,-1199,0
T,2740,57459,-58385,-2556,-469,6356,14989,1205,-1210,0
T,2760,57970,-58904,-2563,847,1815,13155,1215,-1221,0
T,2780,58480,-59453,-2548,-389,3290,8983,1225,-1232,0
T,2800,59017,-59968,-2528,414,3688,5181,1235,-1243,0
T,2820,59523,-60482,-2535,2636,-1006,5532,1245,-1255,0
T,2840,60027,-60994,-2531,1380,3116,7965,1255,-1266,0
T,2860,60527,-61502,-2512,-668,2866,14824,1265,-1276,0
T,2880,61028,-62011,-2539,812,-975,11044,1275,-1287,0
T,2900,61533,-62524,-2531,-848,4026,14031,1286,-1296,0
T,2920,62035,-63035,-2526,3961,181,14872,1296,-1306,0
T,2940,62537,-63544,-2526,629,3635,9143,1307,-1315,0
T,2960,63041,-64057,-2501,3591,2960,10260,1317,-1324,0
T,2980,63545,-64569,-2549,4202,8218,11545,1327,-1333,0
T,3000,64050,-65081,-2543,134,212,6998,1337,-1343,0
T,3020,64558,-65598,-2559,2577,715,10387,1348,-1352,0
T,3040,65066,-66114,-2540,18,4579,11994,1358,-1362,0
T,3060,65570,-66627,-2529,-301,1748,6148,1369,-1372,0
T,3080,66073,-67137,-2508,-3130,5753,14258,1379,-1383,0
T,3100,66575,-67648,-2528,1044,-793,8023,1389,-1393,0
T,3120,67079,-68160,-2547,-1000,5382,18024,1399,-1403,0
T,3140,67586,-68675,-2561,3463,-551,11935,1409,-1413,0
T,3160,68090,-69187,-2502,-808,2109,8949,1418,-1424,0
T,3180,68587,-69692,-2499,-770,-254,8455,1428,-1435,0
T,3200,69080,-70193,-2472,-232,634,5985,1439,-1446,0
T,3220,69571,-70721,-2451,-2512,2526,11951,1448,-1456,0
T,3240,70087,-71216,-2422,2643,88,10227,1458,-1467,0
T,3260,70567,-71704,-2429,309,878,6578,1468,-1477,0
T,3280,71049,-72194,-2414,-1251,2004,6561,1478,-1487,0
T,3300,71532,-72684,-2428,279,1120,5663,1488,-1497,0
T,3320,72017,-73177,-2453,-1988,4090,15311,1498,-1506,0
T,3340,72506,-73674,-2471,790,-2630,5611,1508,-1516,0
T,3360,72999,-74175,-2469,-799,7686,18156,1519,-1526,0
T,3380,73489,-74673,-2479,-1154,-606,11146,1530,-1536,0
T,3400,73986,-75178,-2519,-863,2838,12603,1541,-1545,0
T,3420,74485,-75685,-2508,-1599,3197,7423,1550,-1555,0
T,3440,74980,-76188,-2487,-1479,4835,12035,1561,-1565,0
T,3460,75477,-76693,-2513,622,1300,11087,1571,-1576,0
T,3480,75973,-77197,-2495,-1059,4002,10879,1581,-1587,0
T,3500,76467,-77699,-2466,-142,416,8601,1591,-1599,0
T,3520,76958,-78197,-2467,1143,54,9339,1601,-1609,0
T,3540,77448,-78696,-2497,-3242,6752,9971,1611,-1620,0
T,3560,77939,-79195,-2469,-1173,-309,9405,1621,-1631,0
T,3580,78429,-79693,-2457,-1569,5585,12992,1632,-1641,0
T,3600,78921,-80193,-2467,-784,3707,12627,1642,-1651,0
T,3620,79411,-80690,-2468,-832,4744,11681,1653,-1660,0
T,3640,79896,-81183,-2425,-1263,3700,11911,1663,-1669,0
T,3660,80381,-81705,-2456,-2860,5125,13678,1674,-1678,0
T,3680,80899,-82202,-2486,162,948,20343,1683,-1687,0
T,3700,81388,-82700,-2476,719,3324,12369,1694,-1697,0
T,3720,81884,-83203,-2488,-976,3350,9675,1705,-1706,0
T,3740,82383,-83711,-2524,847,2057,11266,1715,-1717,0
T,3760,82883,-84218,-2507,-1685,2864,9986,1726,-1727,0
T,3780,83384,-84727,-2529,942,938,16673,1736,-1737,0
T,3800,83887,-85239,-2536,-88,-239,7440,1746,-1747,0
T,3820,84391,-85751,-2530,-908,4160,11739,1756,-1758,0
T,3840,84897,-86265,-2554,1850,-1003,11032,1766,-1769,0
T,3860,85408,-86784,-2568,3108,-433,10817,1776,-1780,0
T,3880,85916,-87300,-2552,1267,258,9768,1787,-1791,0
T,3900,86422,-87815,-2542,686,933,14800,1797,-1802,0
T,3920,86925,-88326,-2533,3496,-1159,13090,1807,-1813,0
T,3940,87425,-88833,-2481,-1848,3245,8156,1817,-1824,0
T,3960,87921,-89338,-2497,1745,2708,10561,1827,-1835,0
T,3980,88421,-89846,-2515,-671,1441,8467,1837,-1844,0
T,4000,88921,-90354,-2525,651,2603,12821,1847,-1855,0
T,4020,89421,-90862,-2515,-2173,2181,9047,1857,-1864,0
T,4040,89924,-91373,-2529,-464,3286,10117,1868,-1874,0
T,4060,90430,-91887,-2548,103,1784,10822,1878,-1884,0
T,4080,90934,-92399,-2542,-1277,610,11008,1890,-1894,0
T,4100,91439,-92913,-2544,-1227,2759,10110,1900,-1903,0
T,4120,91943,-93454,-2524,-1775,2488,10248,1910,-1914,0
T,4140,92472,-93962,-2524,1001,2898,14839,1921,-1923,0
T,4160,92976,-94474,-2542,-2829,2339,7710,1931,-1935,0
T,4180,93483,-94989,-2551,-190,378,9264,1941,-1946,0
T,4200,93986,-95500,-2501,-630,3714,11321,1951,-1957,0
T,4220,94487,-96009,-2512,-469,1899,5916,1960,-1967,0
T,4240,94991,-96521,-2540,783,2428,10559,1971,-1979,0
T,4260,95494,-97033,-2522,1241,1420,15077,1981,-1990,0
T,4280,95993,-97540,-2506,-396,3681,9797,1992,-2000,0
T,4300,96494,-98049,-2536,-526,3528,16009,2002,-2010,0
T,4320,96994,-98556,-2506,1788,773,14540,2013,-2020,0
T,4340,97491,-99062,-2499,-168,3539,7313,2023,-2029,0
T,4360,97996,-99575,-2552,-974,2641,11935,2033,-2038,0
T,4380,98505,-100092,-2557,2693,-3708,11001,2043,-2048,0
T,4400,99011,-100606,-2563,-1317,9760,12806,2053,-2058,0
T,4420,99519,-101122,-2565,1186,-4285,9706,2064,-2068,0
T,4440,100027,-101639,-2559,-443,-3475,12868,2074,-2077,0
T,4460,100532,-102152,-2536,-1472,4996,22722,2085,-2088,0
T,4480,101035,-102663,-2505,1812,-1672,6418,2095,-2098,0
T,4500,101536,-103172,-2523,2641,-498,13021,2105,-2109,0
T,4520,102035,-103679,-2536,-1208,4213,9401,2115,-2118,0
T,4540,102534,-104186,-2520,1783,131,6356,2125,-2129,0
T,4560,103037,-104727,-2521,-735,4311,7113,2134,-2140,0
T,4580,103566,-105235,-2495,527,136,13890,2145,-2150,0
T,4600,104059,-105736,-2466,1305,2783,7681,2156,-2161,0
T,4620,104551,-106235,-2454,-258,3611,9217,2166,-2172,0
T,4640,105042,-106734,-2462,760,2361,14067,2176,-2183,0
T,4660,105528,-107228,-2433,473,2591,8758,2186,-2193,0
T,4680,106012,-107720,-2439,1518,23,6069,2195,-2203,0
T,4700,106496,-108212,-2442,1020,3602,6731,2205,-2213,0
T,4720,106981,-108704,-2439,-723,1774,9682,2215,-2222,0
T,4740,107468,-109199,-2451,-391,2495,10671,2226,-2232,0
T,4760,107961,-109700,-2492,-164,5444,16871,2237,-2242,0
T,4780,108455,-110202,-2489,1575,-812,8999,2247,-2250,0
T,4800,108951,-110706,-2500,-1360,5003,14726,2258,-2263,0
T,4820,109448,-111212,-2500,1243,-2132,5510,2269,-2271,0
T,4840,109946,-111717,-2494,1681,-3226,2074,2278,-2281,0
T,4860,110445,-112225,-2529,1975,483,9327,2288,-2291,0
T,4880,110948,-112735,-2520,615,929,12231,2299,-2302,0
T,4900,111448,-113244,-2515,-239,-93,11567,2309,-2313,0
T,4920,111947,-113751,-2521,-1213,3106,12699,2318,-2324,0
T,4940,112446,-114258,-2493,-2320,3123,5410,2328,-2336,0
T,4960,112944,-114764,-2492,-1813,4016,10447,2339,-2347,0
T,4980,113439,-115266,-2478,1634,799,10502,2349,-2357,0
T,5000,113933,-115769,-2496,-2609,1024,9921,2361,-2367,0
T,5020,114427,-116300,-2474,-595,2677,11347,2371,-2376,0
T,5040,114945,-116797,-2460,-1090,1968,8794,2381,-2386,0
T,5060,115434,-117294,-2493,1278,-1672,12398,2392,-2395,0
T,5080,115925,-117793,-2474,-1659,3048,13124,2401,-2404,0
T,5100,116415,-118291,-2480,-950,2081,12708,2411,-2414,0
T,5120,116907,-118790,-2482,-2303,-388,4777,2422,-2424,0
T,5140,117403,-119295,-2492,1880,1769,9964,2433,-2433,0
T,5160,117899,-119798,-2465,1397,1178,8603,2444,-2443,0
T,5180,118391,-120298,-2475,-1182,1853,13021,2454,-2454,0
T,5200,118885,-120800,-2494,-1168,2083,10540,2464,-2463,0
T,5220,119380,-121303,-2489,-704,3999,10342,2474,-2473,0
T,5240,119879,-121811,-2513,-630,4514,13525,2485,-2484,0
T,5260,120382,-122321,-2525,1027,2744,11927,2496,-2494,0
T,5280,120883,-122830,-2492,930,1863,5185,2507,-2505,0
T,5300,121381,-123336,-2502,2693,-1080,12405,2518,-2516,0
T,5320,121876,-123840,-2495,3842,-896,10929,2528,-2527,0
T,5340,122371,-124342,-2463,1423,1072,10881,2538,-2538,0
T,5360,122860,-124839,-2437,1290,564,5568,2548,-2549,0
T,5380,123348,-125335,-2456,-66,-673,7060,2557,-2559,0
T,5400,123839,-125834,-2481,-900,893,13203,2567,-2570,0
T,5420,124336,-126339,-2499,2098,1254,11421,2577,-2580,0
T,5440,124836,-126848,-2528,1359,1915,8441,2589,-2589,0
T,5460,125341,-127390,-2548,357,1892,8722,2599,-2599,0
T,5480,125876,-127904,-2552,-472,2112,12436,2611,-2609,0
T,5500,126386,-128422,-2577,-1232,4157,15586,2621,-2621,0
T,5520,126897,-128942,-2576,-211,3226,13635,2632,-2629,0
T,5540,127403,-129455,-2526,1461,2914,12011,2642,-2640,0
T,5560,127908,-129969,-2564,-557,2402,11096,2652,-2651,0
T,5580,128419,-130488,-2572,-1261,1202,4727,2662,-2662,0
T,5600,128929,-131007,-2555,-806,3084,3287,2671,-2674,0
T,5620,129440,-131525,-2579,1252,984,9116,2681,-2685,0
T,5640,129952,-132045,-2555,-2483,4181,6177,2692,-2696,0
T,5660,130464,-132566,-2582,-2016,1283,10862,2702,-2708,0
T,5680,130976,-133086,-2574,-1261,4548,10423,2713,-2718,0
T,5700,131487,-133605,-2549,-583,2663,8944,2724,-2729,0
T,5720,131994,-134121,-2525,-303,-465,5728,2735,-2738,0
T,5740,132495,-134630,-2508,1560,2601,12625,2745,-2748,0
T,5760,132995,-135138,-2517,321,1736,5658,2755,-2757,0
T,5780,133501,-135651,-2544,-758,3614,10112,2764,-2766,0
T,5800,134008,-136167,-2566,1049,136,7562,2775,-2776,0
T,5820,134519,-136686,-2580,1146,3374,12732,2785,-2786,0
T,5840,135028,-137203,-2561,622,-2,7208,2796,-2796,0
T,5860,135532,-137715,-2546,-2531,3571,5465,2807,-2805,0
T,5880,136032,-138224,-2516,1383,323,10387,2816,-2816,0
T,5900,136534,-138734,-2504,160,2418,5544,2827,-2826,0
T,5920,137065,-139273,-2503,-55,-718,9503,2836,-2836,0
T,5940,137566,-139782,-2518,2186,3472,10712,2846,-2846,0
T,5960,138068,-140293,-2515,1786,-912,11751,2856,-2856,0
T,5980,138568,-140801,-2488,1693,2234,10580,2866,-2867,0
T,6000,139062,-141303,-2465,930,1844,9014,2877,-2878,0
T,6020,139553,-141801,-2454,2195,2057,10810,2887,-2889,0
T,6040,140040,-142296,-2423,826,1197,8574,2896,-2900,0
T,6060,140522,-142786,-2431,3162,1918,13272,2906,-2910,0
T,6080,141004,-143276,-2441,2314,2141,11748,2916,-2921,0
T,6100,141486,-143765,-2421,82,1281,12613,2925,-2931,0
T,6120,141966,-144253,-2421,-211,3262,12832,2936,-2940,0
T,6140,142450,-144745,-2445,-287,2138,13518,2946,-2950,0
T,6160,142939,-145241,-2474,345,1520,13535,2957,-2960,0
T,6180,143428,-145739,-2454,-706,1822,11443,2969,-2970,0
T,6200,143921,-146240,-2497,-130,3772,8586,2980,-2981,0
T,6220,144417,-146744,-2494,1428,2862,15319,2990,-2989,0
T,6240,144912,-147247,-2483,852,5183,10829,3000,-2999,0
T,6260,145411,-147754,-2522,-291,1638,12295,3010,-3010,0
T,6280,145916,-148267,-2540,-737,4684,12276,3020,-3021,0
T,6300,146420,-148779,-2512,49,1836,5384,3030,-3032,0
T,6320,146920,-149287,-2506,383,1913,9264,3039,-3043,0
T,6340,147422,-149797,-2525,364,3161,12266,3050,-3055,0
T,6360,147925,-150338,-2511,-2140,1408,4161,3060,-3066,0
T,6380,148454,-150846,-2486,-3490,8486,14562,3071,-3076,0
T,6400,148952,-151352,-2527,603,1640,16348,3082,-3086,0
T,6420,149449,-151857,-2481,470,2845,9071,3093,-3096,0
T,6440,149939,-152355,-2465,1871,885,6403,3103,-3106,0
T,6460,150427,-152850,-2472,-446,1949,12350,3113,-3114,0
T,6480,150917,-153348,-2449,-841,2761,3989,3123,-3123,0
T,6500,151405,-153844,-2446,-230,2241,17733,3133,-3133,0
T,6520,151892,-154339,-2454,482,3837,9983,3144,-3142,0
T,6540,152381,-154836,-2474,1885,965,7313,3155,-3152,0
T,6560,152870,-155333,-2451,-910,1468,10576,3165,-3162,0
T,6580,153358,-155828,-2423,-789,2246,8092,3176,-3172,0
T,6600,153846,-156324,-2437,-1403,2996,8455,3186,-3183,0
T,6620,154333,-156819,-2440,499,3815,11161,3195,-3193,0
T,6640,154823,-157317,-2492,-727,2639,15354,3205,-3203,0
T,6660,155317,-157819,-2499,1771,2129,11829,3215,-3214,0
T,6680,155813,-158323,-2472,-81,1875,7772,3226,-3225,0
T,6700,156303,-158821,-2435,1274,2229,9768,3237,-3236,0
T,6720,156790,-159316,-2408,795,4584,12030,3248,-3247,0
T,6740,157276,-159810,-2435,1530,4498,8615,3258,-3258,0
T,6760,157761,-160303,-2434,2110,-1061,6800,3268,-3270,0
T,6780,158247,-160797,-2445,293,2555,8233,3277,-3280,0
T,6800,158735,-161292,-2451,-175,-826,4765,3287,-3290,0
T,6820,159254,-161819,-2498,2385,902,12692,3298,-3300,0
T,6840,159750,-162323,-2530,1340,-2740,9959,3309,-3310,0
T,6860,160251,-162833,-2524,84,76,6246,3320,-3320,0
T,6880,160755,-163345,-2540,-1564,2732,6735,3332,-3329,0
T,6900,161262,-163860,-2558,-43,3161,12661,3342,-3342,0
T,6920,161771,-164377,-2550,-1021,2799,7638,3352,-3350,0
T,6940,162279,-164893,-2563,-107,2409,15108,3363,-3361,0
T,6960,162788,-165411,-2555,-2054,1959,6434,3373,-3372,0
T,6980,163299,-165930,-2579,487,1709,14841,3383,-3383,0
T,7000,163808,-166447,-2552,-2123,3039,11665,3393,-3395,0
T,7020,164317,-166964,-2561,-943,1971,7461,3403,-3406,0
T,7040,164828,-167483,-2570,-685,3192,6590,3413,-3418,0
T,7060,165341,-168004,-2551,-1642,1022,7156,3424,-3429,0
T,7080,165852,-168524,-2570,-152,5413,18237,3435,-3440,0
T,7100,166366,-169046,-2569,733,890,4510,3446,-3451,0
T,7120,166879,-169568,-2553,-716,4253,13652,3457,-3461,0
T,7140,167384,-170081,-2529,1771,605,11868,3468,-3470,0
T,7160,167888,-170593,-2523,-119,1343,13833,3478,-3479,0
T,7180,168393,-171106,-2529,-1521,2557,16513,3488,-3489,0
T,7200,168898,-171619,-2552,2167,1594,14956,3498,-3498,0
T,7220,169412,-172141,-2597,191,2074,15949,3508,-3508,0
T,7240,169928,-172666,-2572,-102,2751,5639,3519,-3518,0
T,7260,170437,-173214,-2545,-1666,4787,13850,3529,-3528,0
T,7280,170970,-173724,-2508,-1391,-215,5778,3539,-3538,0
T,7300,171463,-174226,-2479,-1180,-1303,7648,3548,-3548,0
T,7320,171948,-174718,-2420,2302,787,5436,3557,-3558,0
