=== 実行ログ ===
スクリプト: run_gyro_state_trace.py
実行日時 : 2026-09-19 11:15:54
ハブ     : --name Pybricks Hub3
==================================================

Searching for Pybricks Hub3...

  0%|          | 0.00/7.45k [00:00<?, ?B/s]
 14%|█▎        | 1.01k/7.45k [00:00<00:00, 9.84kB/s]
 27%|██▋       | 2.03k/7.45k [00:00<00:00, 8.80kB/s]
 41%|████      | 3.04k/7.45k [00:00<00:00, 8.53kB/s]
 54%|█████▍    | 4.06k/7.45k [00:00<00:00, 8.79kB/s]
 68%|██████▊   | 5.07k/7.45k [00:00<00:00, 8.56kB/s]
 82%|████████▏ | 6.08k/7.45k [00:00<00:00, 8.42kB/s]
 95%|█████████▌| 7.10k/7.45k [00:00<00:00, 8.10kB/s]
100%|██████████| 7.45k/7.45k [00:01<00:00, 6.24kB/s]
=== ロボット初期化開始 ===
★ 走行設定: new （new＝今年の値 / old＝昨年の速度・加速度・PID）
✓ 機体の校正表: Pybricks Hub3 {'heading_correction': 365.8, 'wheel': 62.32, 'axle': 114.48}
✓ ハブ設定完了
✓ モーター設定完了
✓ デフォルト設定適用: 直進={'straight_acceleration': 800, 'straight_speed': 550}, 回転={'turn_acceleration': 313, 'turn_rate': 250}
✓ ロボットパラメータ設定完了
✓ PID制御設定完了（Pybricks の既定値を使用）
✓ センサー初期化完了
✓ モーター角度リセット完了: 全モーター=0°
=== ロボット初期化完了 ===
# imu.settings: (2.0, 2500.0, (0.107595, -1.197198, -0.486059), (366.1989, 351.5872, 362.0139), (10031.61, -9781.568, 9785.638, -9813.727, 9523.833, -10133.98), 365.8)
# 前: tilt (-0.1530007, 0.2358588) / 角速度 Matrix([
    [   0.042],
    [  -0.021],
    [   0.049],
])
# ★いま★ ライトが緑になったら（ピーと鳴ったら）、手で定規にぴったり当て直して、手を離してね
# 列: T,ms,heading*100,rotZ*100,wz*10,ax,ay,az,left,right,stationary
T,2900,61365,-62354,-2536,-1197,1736,4889,1307,-1310,0
T,2920,61878,-62875,-2602,802,2227,9083,1317,-1321,0
T,2940,62394,-63399,-2618,-66,1736,12319,1327,-1331,0
T,2960,62909,-63922,-2590,-2194,3875,12047,1338,-1341,0
T,2980,63421,-64443,-2569,-3135,344,1761,1349,-1351,0
T,3000,63932,-64962,-2537,-2334,5314,11106,1360,-1362,0
T,3020,64442,-65480,-2570,629,-2448,8909,1370,-1372,0
T,3040,64953,-65999,-2586,-339,2378,17415,1380,-1383,0
T,3060,65466,-66521,-2565,-81,1350,9374,1390,-1393,0
T,3080,65977,-67040,-2552,-1069,7822,13332,1400,-1404,0
T,3100,66485,-67586,-2543,-796,6294,14239,1410,-1414,0
T,3120,67019,-68098,-2537,-1666,3779,11321,1420,-1426,0
T,3140,67520,-68607,-2515,-855,2495,10557,1430,-1436,0
T,3160,68016,-69111,-2473,970,4483,11354,1441,-1447,0
T,3180,68505,-69608,-2430,3558,-311,11285,1451,-1457,0
T,3200,68989,-70101,-2426,-57,809,6425,1461,-1468,0
T,3220,69473,-70592,-2435,117,2009,9924,1471,-1478,0
T,3240,69954,-71081,-2417,-1900,4404,9217,1481,-1488,0
T,3260,70438,-71572,-2444,203,1640,15471,1491,-1497,0
T,3280,70923,-72065,-2437,-1325,3183,6969,1502,-1507,0
T,3300,71407,-72557,-2441,-1713,2814,13721,1512,-1516,0
T,3320,71891,-73048,-2428,-1524,1892,8751,1522,-1528,0
T,3340,72380,-73545,-2489,-443,639,15483,1534,-1536,0
T,3360,72873,-74047,-2480,3330,-3260,141,1544,-1546,0
T,3380,73364,-74546,-2474,-192,3681,11875,1554,-1557,0
T,3400,73856,-75046,-2480,748,-987,5076,1564,-1568,0
T,3420,74352,-75549,-2488,-3061,5501,11251,1575,-1579,0
T,3440,74847,-76052,-2479,-1708,1283,11810,1585,-1590,0
T,3460,75340,-76553,-2473,-3478,5626,14860,1594,-1601,0
T,3480,75832,-77054,-2486,219,3504,12792,1605,-1612,0
T,3500,76324,-77553,-2467,-803,4040,13243,1615,-1623,0
T,3520,76813,-78050,-2454,122,-1236,5422,1626,-1633,0
T,3540,77302,-78577,-2474,-1372,4395,9296,1637,-1643,0
T,3560,77818,-79071,-2440,-1912,1868,10260,1648,-1652,0
T,3580,78300,-79561,-2423,719,521,9993,1658,-1662,0
T,3600,78784,-80053,-2442,-1192,3367,4746,1668,-1671,0
T,3620,79272,-80549,-2464,42,3417,12257,1679,-1681,0
T,3640,79762,-81046,-2481,914,519,12897,1689,-1691,0
T,3660,80254,-81546,-2466,890,953,1558,1700,-1701,0
T,3680,80746,-82047,-2481,-1881,28,5608,1711,-1711,0
T,3700,81239,-82547,-2469,-3796,4352,7769,1722,-1721,0
T,3720,81733,-83049,-2494,-597,2989,15175,1732,-1732,0
T,3740,82229,-83553,-2476,-2201,2215,5997,1742,-1742,0
T,3760,82727,-84059,-2494,-1685,5456,4323,1752,-1753,0
T,3780,83229,-84570,-2529,-1957,1156,10681,1762,-1763,0
T,3800,83733,-85081,-2511,-2156,2435,6332,1773,-1774,0
T,3820,84234,-85591,-2522,1049,-766,10127,1784,-1786,0
T,3840,84736,-86101,-2524,-28,3571,12594,1794,-1797,0
T,3860,85237,-86610,-2541,1511,275,16384,1805,-1809,0
T,3880,85736,-87117,-2521,2496,1089,13900,1815,-1820,0
T,3900,86235,-87624,-2510,-261,2692,7375,1825,-1830,0
T,3920,86735,-88132,-2511,-332,-326,8815,1835,-1840,0
T,3940,87235,-88640,-2506,-528,2088,12799,1845,-1850,0
T,3960,87736,-89150,-2532,-1308,5005,4228,1856,-1861,0
T,3980,88243,-89664,-2556,852,495,13907,1867,-1871,0
T,4000,88752,-90212,-2569,359,2011,9174,1877,-1881,0
T,4020,89294,-90732,-2572,-261,873,9453,1889,-1890,0
T,4040,89808,-91255,-2593,1271,1384,8510,1900,-1901,0
T,4060,90324,-91779,-2611,854,-498,10365,1910,-1911,0
T,4080,90839,-92303,-2587,-1363,3528,10798,1921,-1923,0
T,4100,91353,-92825,-2589,916,1774,11388,1931,-1935,0
T,4120,91864,-93344,-2553,-704,675,5909,1941,-1946,0
T,4140,92371,-93859,-2548,-692,3992,6709,1951,-1958,0
T,4160,92877,-94373,-2548,352,1973,12202,1961,-1969,0
T,4180,93385,-94889,-2550,-322,1391,4715,1971,-1980,0
T,4200,93892,-95404,-2547,-1007,1336,11698,1981,-1992,0
T,4220,94398,-95918,-2538,-1519,4912,9253,1992,-2001,0
T,4240,94904,-96432,-2539,1549,148,10602,2003,-2010,0
T,4260,95406,-96943,-2520,115,3008,8928,2014,-2020,0
T,4280,95906,-97451,-2513,-218,-941,3822,2024,-2029,0
T,4300,96407,-97960,-2520,724,-2038,6840,2035,-2038,0
T,4320,96909,-98470,-2520,290,4668,7206,2045,-2048,0
T,4340,97413,-98982,-2529,769,1860,12247,2055,-2058,0
T,4360,97920,-99497,-2558,-1000,3286,8579,2065,-2068,0
T,4380,98430,-100015,-2552,153,3681,9539,2077,-2078,0
T,4400,98939,-100532,-2543,-1310,15169,16219,2088,-2089,0
T,4420,99449,-101051,-2529,2302,-6244,12305,2097,-2099,0
T,4440,99956,-101596,-2560,-4471,-1360,15008,2107,-2109,0
T,4460,100491,-102110,-2538,487,6282,12493,2117,-2120,0
T,4480,100997,-102624,-2556,975,-2762,14306,2127,-2131,0
T,4500,101500,-103134,-2517,2589,2780,15801,2137,-2141,0
T,4520,101996,-103638,-2476,411,-917,6396,2147,-2152,0
T,4540,102488,-104139,-2462,-773,5120,11287,2158,-2163,0
T,4560,102977,-104636,-2440,-1919,5540,13255,2168,-2174,0
T,4580,103460,-105127,-2405,1371,-148,13917,2178,-2184,0
T,4600,103940,-105614,-2412,1345,2933,9183,2188,-2194,0
T,4620,104421,-106103,-2414,-1071,4500,8240,2198,-2204,0
T,4640,104902,-106592,-2424,-1256,3154,16021,2208,-2213,0
T,4660,105384,-107082,-2446,1935,-1911,5219,2218,-2224,0
T,4680,105869,-107575,-2442,840,3439,9126,2229,-2234,0
T,4700,106354,-108067,-2436,-398,3391,8011,2239,-2244,0
T,4720,106841,-108562,-2464,452,1853,14132,2251,-2253,0
T,4740,107333,-109062,-2461,-1443,3214,7437,2261,-2263,0
T,4760,107827,-109563,-2515,1629,-2261,13601,2272,-2272,0
T,4780,108323,-110067,-2495,11,3604,10838,2282,-2284,0
T,4800,108821,-110574,-2523,-704,1154,12866,2293,-2296,0
T,4820,109321,-111082,-2495,-12,73,6160,2303,-2307,0
T,4840,109820,-111589,-2513,-121,3575,15008,2312,-2318,0
T,4860,110321,-112098,-2520,1188,957,5873,2323,-2329,0
T,4880,110822,-112607,-2513,911,3029,12653,2333,-2340,0
T,4900,111322,-113145,-2508,1027,591,10194,2344,-2351,0
T,4920,111852,-113654,-2523,985,1065,8395,2354,-2361,0
T,4940,112351,-114161,-2503,1485,584,12393,2366,-2370,0
T,4960,112843,-114660,-2482,2240,1566,12097,2377,-2379,0
T,4980,113333,-115159,-2462,321,279,7700,2387,-2389,0
T,5000,113823,-115657,-2463,-562,2828,5899,2397,-2398,0
T,5020,114314,-116156,-2471,193,1832,10129,2407,-2408,0
T,5040,114807,-116656,-2473,-799,1956,5656,2417,-2417,0
T,5060,115299,-117157,-2477,402,3693,9128,2428,-2427,0
T,5080,115790,-117656,-2478,1442,414,12859,2439,-2438,0
T,5100,116282,-118155,-2476,328,1597,6626,2450,-2448,0
T,5120,116775,-118656,-2484,591,1578,10203,2460,-2458,0
T,5140,117267,-119156,-2464,-4481,4287,6339,2470,-2468,0
T,5160,117762,-119659,-2496,-1647,3571,11486,2480,-2479,0
T,5180,118258,-120163,-2490,-1197,2124,11041,2490,-2490,0
T,5200,118753,-120665,-2476,-1479,1003,5059,2501,-2501,0
T,5220,119248,-121169,-2486,-38,3096,11423,2512,-2512,0
T,5240,119744,-121672,-2494,-1867,5132,7406,2522,-2524,0
T,5260,120236,-122173,-2453,-652,2442,6886,2533,-2534,0
T,5280,120724,-122669,-2451,-614,1551,6566,2543,-2545,0
T,5300,121213,-123166,-2463,-791,3628,5245,2553,-2556,0
T,5320,121705,-123666,-2478,539,-76,6200,2563,-2566,0
T,5340,122199,-124197,-2490,-64,2581,9231,2573,-2576,0
T,5360,122724,-124701,-2509,1181,493,9649,2584,-2586,0
T,5380,123222,-125207,-2508,-379,2100,10361,2595,-2595,0
T,5400,123724,-125717,-2527,-690,656,7249,2606,-2608,0
T,5420,124231,-126232,-2565,2034,440,7285,2617,-2616,0
T,5440,124740,-126749,-2558,719,176,5324,2627,-2626,0
T,5460,125248,-127266,-2556,392,1398,8125,2638,-2637,0
T,5480,125759,-127785,-2588,1352,1453,12730,2648,-2649,0
T,5500,126272,-128306,-2584,-915,2304,15854,2659,-2660,0
T,5520,126783,-128825,-2556,-929,550,4830,2669,-2671,0
T,5540,127293,-129344,-2560,-1663,5520,10640,2679,-2683,0
T,5560,127803,-129862,-2570,-988,3472,11118,2690,-2694,0
T,5580,128313,-130380,-2565,0,2359,10616,2699,-2705,0
T,5600,128823,-130899,-2573,-1069,1714,7681,2711,-2716,0
T,5620,129337,-131420,-2582,-1486,2387,9967,2721,-2725,0
T,5640,129848,-131939,-2556,148,335,8338,2732,-2735,0
T,5660,130357,-132457,-2563,-1325,5034,13516,2743,-2744,0
T,5680,130869,-132977,-2570,-313,869,12918,2754,-2754,0
T,5700,131381,-133497,-2556,-391,-321,6695,2764,-2763,0
T,5720,131889,-134014,-2552,1577,2498,7712,2774,-2774,0
T,5740,132398,-134531,-2543,3954,-2086,12219,2784,-2784,0
T,5760,132907,-135048,-2556,1226,-1933,249,2795,-2794,0
T,5780,133417,-135596,-2562,2537,3135,8524,2805,-2805,0
T,5800,133958,-136116,-2603,-720,4157,5489,2815,-2815,0
T,5820,134472,-136638,-2583,-1692,2121,12682,2825,-2825,0
T,5840,134985,-137159,-2587,1615,897,9102,2836,-2836,0
T,5860,135498,-137681,-2554,1267,7410,12720,2845,-2847,0
T,5880,136007,-138198,-2511,1084,-235,3194,2856,-2858,0
T,5900,136512,-138711,-2543,3354,-488,9393,2866,-2869,0
T,5920,137015,-139222,-2518,-765,440,8056,2877,-2880,0
T,5940,137514,-139729,-2486,-128,2387,13291,2887,-2891,0
T,5960,138005,-140228,-2459,2385,1103,12489,2897,-2901,0
T,5980,138495,-140726,-2460,-398,689,10342,2907,-2911,0
T,6000,138984,-141223,-2452,-1175,1738,9704,2916,-2921,0
T,6020,139470,-141717,-2437,-1436,4047,13566,2926,-2930,0
T,6040,139958,-142212,-2449,1196,-508,10198,2936,-2941,0
T,6060,140447,-142709,-2446,-197,1815,8314,2947,-2950,0
T,6080,140934,-143204,-2460,-1078,-946,9890,2958,-2960,0
T,6100,141421,-143699,-2469,1333,1963,14344,2969,-2969,0
T,6120,141912,-144198,-2485,-246,1805,10728,2979,-2979,0
T,6140,142405,-144699,-2486,-998,-354,6210,2989,-2989,0
T,6160,142900,-145202,-2502,-3223,4910,20859,2999,-3000,0
T,6180,143394,-145704,-2490,2068,1781,7631,3010,-3011,0
T,6200,143889,-146207,-2476,-559,-1823,8164,3021,-3022,0
T,6220,144382,-146708,-2480,-1900,541,6697,3030,-3033,0
T,6240,144878,-147241,-2498,-1294,780,5400,3040,-3044,0
T,6260,145406,-147748,-2508,-536,2030,6059,3050,-3056,0
T,6280,145906,-148257,-2515,556,-611,7127,3060,-3066,0
T,6300,146409,-148767,-2524,717,1187,5216,3071,-3076,0
T,6320,146912,-149278,-2515,1117,955,10731,3082,-3086,0
T,6340,147410,-149785,-2497,1224,-455,11483,3093,-3095,0
T,6360,147908,-150291,-2514,-1256,1238,8636,3103,-3104,0
T,6380,148408,-150799,-2504,-884,2864,12018,3114,-3114,0
T,6400,148906,-151305,-2487,-1498,5808,10112,3124,-3124,0
T,6420,149402,-151808,-2488,-1270,2474,10802,3134,-3133,0
T,6440,149898,-152312,-2513,2769,2737,13141,3145,-3143,0
T,6460,150393,-152816,-2484,534,3415,15801,3155,-3154,0
T,6480,150887,-153317,-2474,1672,1506,8039,3166,-3163,0
T,6500,151379,-153818,-2492,3172,-2493,12040,3176,-3174,0
T,6520,151871,-154318,-2483,-334,701,12572,3186,-3184,0
T,6540,152365,-154819,-2493,191,1987,8316,3196,-3195,0
T,6560,152860,-155322,-2490,-161,2807,11865,3206,-3206,0
T,6580,153354,-155824,-2475,2553,3417,12441,3216,-3216,0
T,6600,153844,-156323,-2453,-628,2629,12400,3227,-3227,0
T,6620,154335,-156821,-2465,409,2658,15825,3237,-3238,0
T,6640,154826,-157320,-2466,-502,3096,12424,3248,-3249,0
T,6660,155314,-157816,-2435,-1713,3863,6814,3258,-3259,0
T,6680,155800,-158339,-2450,-1104,2557,11323,3268,-3269,0
T,6700,156317,-158835,-2465,-164,4265,13793,3277,-3280,0
T,6720,156808,-159334,-2467,-204,1400,12467,3288,-3289,0
T,6740,157299,-159833,-2474,-1064,3932,10124,3298,-3300,0
T,6760,157794,-160336,-2483,-896,2727,9219,3309,-3310,0
T,6780,158290,-160840,-2496,-1315,2476,8940,3320,-3319,0
T,6800,158790,-161348,-2506,-1602,2385,7414,3332,-3329,0
T,6820,159294,-161860,-2562,-1514,1127,11438,3342,-3339,0
T,6840,159800,-162374,-2532,-505,6907,16928,3352,-3349,0
T,6860,160305,-162888,-2551,-732,3578,13110,3362,-3361,0
T,6880,160814,-163405,-2556,-19,1594,9358,3373,-3372,0
T,6900,161323,-163922,-2556,447,917,12133,3383,-3384,0
T,6920,161831,-164438,-2541,-1206,294,5699,3392,-3395,0
T,6940,162339,-164955,-2573,726,2505,14877,3403,-3406,0
T,6960,162849,-165472,-2546,-1552,3810,8601,3412,-3418,0
T,6980,163356,-165988,-2552,-801,3954,10129,3423,-3429,0
T,7000,163864,-166504,-2552,257,2807,15022,3434,-3439,0
T,7020,164372,-167020,-2550,-121,4826,13224,3445,-3449,0
T,7040,164879,-167535,-2561,1513,2332,16520,3456,-3459,0
T,7060,165388,-168053,-2561,-486,2919,13527,3467,-3468,0
T,7080,165901,-168574,-2586,70,2093,5324,3477,-3478,0
T,7100,166416,-169096,-2585,-403,3226,8271,3487,-3487,0
T,7120,166930,-169619,-2573,3184,938,6931,3497,-3497,0
T,7140,167440,-170168,-2568,-261,174,13905,3507,-3507,0
T,7160,167977,-170683,-2550,-337,1757,7863,3519,-3518,0
T,7180,168484,-171198,-2558,-1173,0,3922,3529,-3528,0
T,7200,168991,-171713,-2563,-770,2670,14005,3539,-3538,0
T,7220,169500,-172231,-2584,-1886,646,10155,3549,-3549,0
T,7240,170013,-172751,-2548,-1235,5714,6735,3558,-3559,0
T,7260,170519,-173266,-2512,-1441,5180,15586,3568,-3569,0
T,7280,171015,-173770,-2452,-2289,7403,10408,3577,-3579,0
T,7300,171502,-174265,-2421,-10,-338,10879,3586,-3590,0
