=== 実行ログ ===
スクリプト: run_gyro_state_trace.py
実行日時 : 2026-09-19 11:14:50
ハブ     : --name Pybricks Hub3
==================================================

Searching for Pybricks Hub3...

  0%|          | 0.00/7.45k [00:00<?, ?B/s]
 14%|█▎        | 1.01k/7.45k [00:00<00:00, 8.61kB/s]
 27%|██▋       | 2.03k/7.45k [00:00<00:00, 8.96kB/s]
 41%|████      | 3.04k/7.45k [00:00<00:00, 9.04kB/s]
 54%|█████▍    | 4.06k/7.45k [00:00<00:00, 9.14kB/s]
 68%|██████▊   | 5.07k/7.45k [00:00<00:00, 8.75kB/s]
 82%|████████▏ | 6.08k/7.45k [00:00<00:00, 8.93kB/s]
 95%|█████████▌| 7.10k/7.45k [00:00<00:00, 7.07kB/s]
100%|██████████| 7.45k/7.45k [00:01<00:00, 6.25kB/s]
=== ロボット初期化開始 ===
★ 走行設定: new （new＝今年の値 / old＝昨年の速度・加速度・PID）
✓ 機体の校正表: Pybricks Hub3 {'heading_correction': 365.8, 'wheel': 62.32, 'axle': 114.48}
✓ ハブ設定完了
✓ モーター設定完了
✓ デフォルト設定適用: 直進={'straight_acceleration': 800, 'straight_speed': 550}, 回転={'turn_acceleration': 313, 'turn_rate': 250}
✓ ロボットパラメータ設定完了
✓ PID制御設定完了（Pybricks の既定値を使用）
✓ センサー初期化完了
✓ モーター角度リセット完了: 全モーター=0°
=== ロボット初期化完了 ===
# imu.settings: (2.0, 2500.0, (0.107595, -1.197198, -0.486059), (366.1989, 351.5872, 362.0139), (10031.61, -9781.568, 9785.638, -9813.727, 9523.833, -10133.98), 365.8)
# 前: tilt (-0.1395846, 0.1962798) / 角速度 Matrix([
    [  -0.027],
    [   0.054],
    [  -0.018],
])
# ★いま★ ライトが緑になったら（ピーと鳴ったら）、手で定規にぴったり当て直して、手を離してね
# 列: T,ms,heading*100,rotZ*100,wz*10,ax,ay,az,left,right,stationary
T,6220,144176,-146498,-2500,-1045,1259,8491,3067,-3074,0
T,6240,144668,-146998,-2524,-1301,311,3807,3078,-3083,0
T,6260,145168,-147506,-2552,-3592,3813,15452,3089,-3093,0
T,6280,145668,-148015,-2557,-3680,2857,10098,3100,-3103,0
T,6300,146166,-148521,-2541,670,1515,13238,3111,-3113,0
T,6320,146665,-149027,-2524,532,-769,7583,3121,-3123,0
T,6340,147161,-149562,-2541,380,3063,11407,3131,-3133,0
T,6360,147687,-150066,-2524,764,4296,16529,3142,-3144,0
T,6380,148183,-150570,-2526,1463,3051,15333,3153,-3154,0
T,6400,148678,-151073,-2533,-3092,1532,10874,3164,-3164,0
T,6420,149174,-151577,-2541,-111,682,9685,3175,-3176,0
T,6440,149671,-152082,-2525,1236,279,9071,3185,-3187,0
T,6460,150166,-152585,-2508,672,1305,9740,3195,-3197,0
T,6480,150655,-153082,-2486,-483,363,3542,3206,-3209,0
T,6500,151146,-153580,-2507,-1178,3149,10444,3216,-3220,0
T,6520,151635,-154078,-2477,3992,-920,9138,3227,-3231,0
T,6540,152120,-154570,-2463,835,-1768,5682,3238,-3242,0
T,6560,152604,-155062,-2453,-104,6311,8049,3249,-3252,0
T,6580,153089,-155555,-2485,819,1609,13735,3259,-3264,0
T,6600,153575,-156048,-2474,651,-917,8498,3269,-3273,0
T,6620,154063,-156545,-2511,-386,2174,10079,3279,-3285,0
T,6640,154554,-157043,-2497,8,1391,9690,3290,-3295,0
T,6660,155043,-157540,-2497,58,2155,9171,3300,-3306,0
T,6680,155536,-158041,-2526,-543,5432,8247,3312,-3315,0
T,6700,156034,-158547,-2543,-981,960,9582,3322,-3325,0
T,6720,156535,-159056,-2564,-796,962,2310,3335,-3336,0
T,6740,157042,-159572,-2580,-701,873,3280,3346,-3348,0
T,6760,157550,-160088,-2576,487,-740,5240,3356,-3359,0
T,6780,158057,-160633,-2575,-803,1664,7375,3366,-3371,0
T,6800,158595,-161150,-2589,660,1202,10802,3378,-3382,0
T,6820,159104,-161666,-2579,1890,2620,13931,3388,-3394,0
T,6840,159608,-162179,-2567,1250,2229,8620,3398,-3405,0
T,6860,160115,-162694,-2585,101,3312,5794,3409,-3416,0
T,6880,160621,-163209,-2563,113,895,3389,3420,-3426,0
T,6900,161124,-163719,-2557,2489,-721,4818,3431,-3436,0
T,6920,161629,-164232,-2592,-671,-146,10351,3442,-3445,0
T,6940,162136,-164748,-2597,-820,581,6809,3453,-3455,0
T,6960,162647,-165267,-2604,32,1652,9050,3463,-3466,0
T,6980,163161,-165789,-2612,-1889,2929,9405,3474,-3476,0
T,7000,163676,-166312,-2610,94,1309,11758,3484,-3487,0
T,7020,164189,-166833,-2591,-1588,5350,8854,3495,-3497,0
T,7040,164703,-167355,-2616,914,-750,7208,3506,-3508,0
T,7060,165217,-167878,-2614,-2452,1961,12176,3517,-3518,0
T,7080,165730,-168400,-2623,2864,-1126,8684,3528,-3529,0
T,7100,166245,-168923,-2622,-941,1190,6334,3538,-3540,0
T,7120,166759,-169446,-2597,-1220,7597,14640,3548,-3552,0
T,7140,167273,-169967,-2625,-784,-968,10676,3558,-3562,0
T,7160,167790,-170492,-2642,-727,265,4724,3569,-3574,0
T,7180,168304,-171015,-2613,369,5640,-7808,3579,-3585,0
T,7200,168816,-171535,-2526,2859,-24,17587,3590,-3596,0
T,7220,169317,-172044,-2529,-2464,-127,11918,3600,-3607,0
T,7240,169841,-172577,-2501,-654,7695,16544,3611,-3617,0
T,7260,170330,-173073,-2485,876,2792,11323,3621,-3627,0
T,7280,170815,-173566,-2455,3511,-76,7301,3630,-3637,0
T,7300,171292,-174051,-2418,2515,-891,7232,3639,-3646,0
T,7320,171760,-174527,-2360,-1031,3171,11662,3648,-3655,0
T,7340,172219,-174993,-2326,622,1901,12873,3657,-3665,0
T,7360,172671,-175453,-2295,2897,11,8142,3666,-3673,0
T,7380,173116,-175904,-2252,2359,-726,9073,3675,-3682,0
T,7400,173550,-176345,-2187,2262,787,8149,3683,-3689,0
T,7420,173969,-176772,-2118,662,893,11753,3692,-3698,0
T,7440,174378,-177187,-2049,2103,780,8273,3700,-3706,0
T,7460,174771,-177586,-1954,3094,-2247,6267,3708,-3714,0
T,7480,175148,-177969,-1880,2286,876,13883,3715,-3722,0
T,7500,175506,-178333,-1781,-59,349,8369,3722,-3729,0
T,7520,175849,-178682,-1711,46,-831,7741,3729,-3736,0
T,7540,176176,-179014,-1624,4,3185,13143,3735,-3743,0
T,7560,176486,-179329,-1549,352,2217,11060,3741,-3749,0
T,7580,176780,-179627,-1466,1899,272,10143,3747,-3755,0
T,7600,177058,-179910,-1377,-59,-1468,7089,3752,-3760,0
T,7620,177323,-180179,-1313,46,3765,11347,3757,-3765,0
T,7640,177574,-180434,-1238,696,-1648,7583,3761,-3770,0
T,7660,177813,-180677,-1181,937,2632,12794,3766,-3774,0
T,7680,178039,-180920,-1121,975,742,9248,3771,-3778,0
T,7700,178264,-181136,-1047,357,-373,12075,3775,-3781,0
T,7720,178463,-181337,-974,1015,1175,11474,3779,-3783,0
T,7740,178645,-181522,-891,892,742,10731,3783,-3787,0
T,7760,178811,-181692,-813,1001,88,10291,3787,-3789,0
T,7780,178967,-181850,-773,722,1005,11369,3790,-3791,0
T,7800,179113,-181998,-717,129,1075,11005,3794,-3793,0
T,7820,179246,-182133,-644,397,-1078,10358,3797,-3795,0
T,7840,179367,-182256,-600,632,-117,9928,3799,-3797,0
T,7860,179477,-182368,-528,480,6,10256,3802,-3800,0
T,7880,179573,-182466,-450,1335,-769,9398,3804,-3801,0
T,7900,179656,-182550,-396,525,699,10210,3805,-3802,0
T,7920,179727,-182622,-319,452,49,9709,3806,-3803,0
T,7940,179783,-182679,-254,587,-261,9706,3808,-3804,0
T,7960,179827,-182724,-214,-14,-139,9506,3809,-3804,0
T,7980,179861,-182759,-126,1278,375,9651,3809,-3805,0
T,8000,179878,-182775,-48,670,71,9766,3810,-3805,0
# 記録の数: 401 / 間隔: 20 ms
# 止まった時 rotation Z: -1827.76 / モーター 左/右: 3810 -3806 度
# 命令: 1800 度 / 止まった時のジャイロ h1: 1798.78 度
# 定規に合わせ直した時のジャイロ h2: 1772.67 度
# 本当のズレ（＋は回り足りない）: -26.11 度（ジャイロの目盛りで）
# モーターで回ったときのジャイロの 1 周の読み: 354.534 度（360 なら目盛りは合っている）
# 電池: 7858 mV

==================================================
終了コード: 0
終了日時  : 2026-09-19 11:15:20
実行時間  : 29.2 秒
