=== 実行ログ ===
スクリプト: run_gyro_state_trace.py
実行日時 : 2026-09-19 11:19:14
ハブ     : --name Pybricks Hub3
==================================================

Searching for Pybricks Hub3...

  0%|          | 0.00/7.45k [00:00<?, ?B/s]
 14%|█▎        | 1.01k/7.45k [00:00<00:00, 7.81kB/s]
 27%|██▋       | 2.03k/7.45k [00:00<00:00, 7.53kB/s]
 41%|████      | 3.04k/7.45k [00:00<00:00, 7.80kB/s]
 54%|█████▍    | 4.06k/7.45k [00:00<00:00, 8.30kB/s]
 68%|██████▊   | 5.07k/7.45k [00:00<00:00, 8.27kB/s]
 82%|████████▏ | 6.08k/7.45k [00:00<00:00, 8.57kB/s]
 95%|█████████▌| 7.10k/7.45k [00:00<00:00, 6.17kB/s]
100%|██████████| 7.45k/7.45k [00:01<00:00, 5.72kB/s]
=== ロボット初期化開始 ===
★ 走行設定: new （new＝今年の値 / old＝昨年の速度・加速度・PID）
✓ 機体の校正表: Pybricks Hub3 {'heading_correction': 365.8, 'wheel': 62.32, 'axle': 114.48}
✓ ハブ設定完了
✓ モーター設定完了
✓ デフォルト設定適用: 直進={'straight_acceleration': 800, 'straight_speed': 550}, 回転={'turn_acceleration': 313, 'turn_rate': 250}
✓ ロボットパラメータ設定完了
✓ PID制御設定完了（Pybricks の既定値を使用）
✓ センサー初期化完了
✓ モーター角度リセット完了: 全モーター=0°
=== ロボット初期化完了 ===
# imu.settings: (2.0, 2500.0, (0.107595, -1.197198, -0.486059), (366.1989, 351.5872, 362.0139), (10031.61, -9781.568, 9785.638, -9813.727, 9523.833, -10133.98), 365.8)
# 前: tilt (-0.1704844, 0.2137506) / 角速度 Matrix([
    [  -0.025],
    [  -0.028],
    [  -0.151],
])
# ★いま★ ライトが緑になったら（ピーと鳴ったら）、手で定規にぴったり当て直して、手を離してね
# 列: T,ms,heading*100,rotZ*100,wz*10,ax,ay,az,left,right,stationary
T,0,0,0,0,53,61,9833,0,0,1
T,20,0,0,-1,61,49,9821,0,0,0
T,40,0,0,-2,-152,-117,9761,0,0,0
T,60,0,0,0,174,124,9752,0,0,0
T,80,0,0,0,-66,28,9807,0,0,0
T,100,0,0,1,172,49,9778,0,0,0
T,120,0,0,0,-109,95,9799,0,0,0
T,140,0,0,0,132,9,9842,0,0,0
T,160,0,0,-1,-81,21,9802,0,0,0
T,180,1,-1,0,98,42,9802,0,0,0
T,200,1,-1,0,-17,-5,9835,0,0,0
T,220,1,-1,-2,63,-14,9823,0,0,0
T,240,1,-1,-1,32,16,9814,0,0,0
T,260,1,-1,-4,-88,-43,9802,0,0,0
T,280,6,-6,-77,-1557,-146,9546,0,-2,0
T,300,50,-50,-343,-1562,-285,10332,3,-7,0
T,320,140,-142,-549,-1216,-45,9417,9,-14,0
T,340,272,-276,-755,-1585,52,9620,17,-20,0
T,360,440,-447,-910,-1242,725,10786,25,-27,0
T,380,638,-648,-1060,-344,-433,7619,32,-33,0
T,400,857,-870,-1141,-1628,531,9604,39,-39,0
T,420,1092,-1110,-1230,-355,-1353,6635,45,-46,0
T,440,1345,-1367,-1312,-2073,471,9587,51,-53,0
T,460,1615,-1641,-1408,-2820,4385,10103,58,-60,0
T,480,1908,-1938,-1521,302,112,7977,65,-67,0
T,500,2219,-2255,-1608,-1661,1690,11669,70,-75,0
T,520,2546,-2587,-1672,-578,-254,8099,78,-82,0
T,540,2885,-2932,-1736,-1521,3774,15698,88,-90,0
T,560,3240,-3314,-1835,-173,2306,14308,97,-99,0
T,580,3612,-3694,-1918,286,265,10320,105,-107,0
T,600,4022,-4087,-1974,-69,2639,9386,113,-115,0
T,620,4416,-4487,-1996,-2393,2608,10521,121,-124,0
T,640,4816,-4894,-2039,527,1997,10518,129,-134,0
T,660,5226,-5311,-2088,-562,2361,9678,138,-144,0
T,680,5644,-5735,-2101,260,-1392,5147,147,-154,0
T,700,6069,-6166,-2151,1051,-326,9998,157,-163,0
T,720,6501,-6605,-2202,1570,176,10196,166,-174,0
T,740,6939,-7050,-2213,243,591,8343,178,-183,0
T,760,7383,-7502,-2274,2013,-1468,12895,191,-195,0
T,780,7836,-7962,-2307,1956,1841,18266,199,-207,0
T,800,8296,-8429,-2312,-2353,675,7848,209,-217,0
T,820,8759,-8900,-2337,-1159,4833,8978,220,-229,0
T,840,9230,-9379,-2401,1530,-963,13215,230,-241,0
T,860,9708,-9864,-2407,-3163,919,8364,241,-252,0
T,880,10188,-10353,-2423,-2047,2833,7648,253,-263,0
T,900,10677,-10849,-2460,871,5611,12830,264,-275,0
T,920,11174,-11354,-2510,935,-2285,9119,276,-286,0
T,940,11678,-11866,-2540,-443,4498,10217,288,-297,0
T,960,12188,-12384,-2575,-922,6646,18213,300,-308,0
T,980,12699,-12904,-2556,-1161,2725,16453,311,-318,0
T,1000,13209,-13421,-2576,196,2581,13064,323,-329,0
T,1020,13723,-13944,-2628,-872,1190,14246,334,-341,0
T,1040,14243,-14503,-2616,-1708,1575,12259,344,-352,0
T,1060,14797,-15035,-2643,544,1954,10408,355,-365,0
T,1080,15323,-15570,-2648,-66,1132,13446,366,-378,0
T,1100,15853,-16108,-2678,63,-55,9456,378,-389,0
T,1120,16387,-16651,-2700,-820,3384,12610,389,-402,0
T,1140,16922,-17195,-2689,-945,-795,4954,401,-414,0
T,1160,17454,-17736,-2651,181,878,7289,412,-426,0
T,1180,17985,-18274,-2676,-427,45,9833,424,-437,0
T,1200,18512,-18811,-2640,-242,-443,11256,434,-448,0
T,1220,19033,-19340,-2616,3259,-381,12641,446,-458,0
T,1240,19551,-19866,-2593,-216,2301,6138,457,-467,0
T,1260,20073,-20396,-2627,1395,3139,10991,468,-477,0
T,1280,20596,-20928,-2625,1248,-261,7855,480,-487,0
T,1300,21119,-21460,-2635,-1559,1111,15677,490,-498,0
T,1320,21640,-21989,-2614,-329,1199,7695,501,-508,0
T,1340,22158,-22515,-2608,-277,2145,7000,512,-519,0
T,1360,22677,-23043,-2623,-263,902,16288,521,-529,0
T,1380,23199,-23573,-2641,741,754,15789,532,-540,0
T,1400,23721,-24103,-2626,-396,2644,11407,543,-551,0
T,1420,24242,-24633,-2615,-2171,2064,12591,554,-562,0
T,1440,24761,-25160,-2611,-261,1094,9255,564,-573,0
T,1460,25279,-25717,-2600,397,1077,5006,575,-584,0
T,1480,25799,-26246,-2636,762,4074,11146,585,-595,0
T,1500,26323,-26778,-2621,-687,5916,21674,594,-606,0
T,1520,26875,-27308,-2636,1778,-429,9284,605,-616,0
T,1540,27395,-27837,-2614,-5028,-4714,16458,616,-627,0
T,1560,27915,-28364,-2583,1302,8316,1971,627,-637,0
T,1580,28436,-28894,-2610,-609,1753,5353,638,-647,0
T,1600,28959,-29426,-2641,997,4613,11806,649,-657,0
T,1620,29481,-29956,-2605,-434,-1145,4180,660,-667,0
T,1640,29996,-30479,-2558,89,4938,8768,670,-676,0
T,1660,30507,-30999,-2579,-1126,2117,13976,679,-689,0
T,1680,31019,-31519,-2584,153,1408,8281,690,-697,0
T,1700,31528,-32036,-2552,1037,1954,8503,700,-707,0
T,1720,32032,-32548,-2549,2866,-2192,8837,709,-718,0
T,1740,32533,-33057,-2513,2295,-2877,7779,719,-729,0
T,1760,33034,-33566,-2501,1470,4222,7789,729,-740,0
T,1780,33533,-34073,-2489,-1945,5736,12006,740,-750,0
T,1800,34032,-34580,-2493,-2014,3286,5477,750,-761,0
T,1820,34532,-35088,-2513,2733,1477,13088,761,-773,0
T,1840,35027,-35591,-2493,-1033,-1914,4154,771,-782,0
T,1860,35522,-36094,-2506,-1230,2133,11798,782,-793,0
T,1880,36018,-36598,-2492,-382,3944,12266,792,-802,0
T,1900,36509,-37098,-2461,-2024,5259,12489,802,-811,0
T,1920,36995,-37591,-2442,255,1379,2804,813,-821,0
T,1940,37484,-38118,-2478,463,1168,9606,823,-829,0
T,1960,38004,-38616,-2456,-1272,3106,14411,834,-838,0
T,1980,38492,-39112,-2441,316,4165,10265,844,-848,0
T,2000,38981,-39609,-2459,395,-821,9174,854,-857,0
T,2020,39468,-40104,-2438,1658,-1514,5553,864,-867,0
T,2040,39954,-40598,-2444,-716,3987,13045,874,-877,0
T,2060,40440,-41092,-2430,-320,3489,13387,884,-887,0
T,2080,40926,-41585,-2437,2252,-568,8691,894,-897,0
T,2100,41411,-42078,-2444,2051,-179,10456,904,-907,0
T,2120,41897,-42572,-2447,25,1650,7029,915,-918,0
T,2140,42385,-43068,-2444,-2199,6634,13081,925,-929,0
T,2160,42871,-43562,-2438,-2059,-563,9045,935,-940,0
T,2180,43357,-44055,-2455,1416,339,6298,944,-951,0
T,2200,43846,-44553,-2467,340,3551,12828,954,-962,0
T,2220,44336,-45051,-2466,-680,2502,9687,964,-972,0
T,2240,44830,-45552,-2488,-730,2016,11531,975,-983,0
T,2260,45328,-46059,-2510,-2604,2021,8691,986,-992,0
T,2280,45829,-46567,-2522,1551,627,15288,997,-1003,0
T,2300,46330,-47076,-2535,1816,-2381,12517,1008,-1012,0
T,2320,46834,-47589,-2522,-325,2371,9360,1019,-1023,0
T,2340,47338,-48101,-2523,738,-977,10936,1029,-1033,0
T,2360,47842,-48644,-2557,816,-354,8918,1038,-1043,0
T,2380,48350,-49159,-2563,2181,3326,14328,1049,-1053,0
T,2400,48857,-49674,-2520,-55,2136,8844,1059,-1064,0
T,2420,49391,-50187,-2538,165,-884,4323,1068,-1074,0
T,2440,49899,-50703,-2553,-462,-929,6465,1079,-1085,0
T,2460,50409,-51221,-2556,155,5861,12426,1089,-1096,0
T,2480,50920,-51740,-2572,-851,3357,13191,1100,-1107,0
T,2500,51435,-52263,-2594,-2493,4462,10905,1111,-1118,0
T,2520,51950,-52787,-2593,-351,236,4801,1121,-1130,0
T,2540,52464,-53309,-2579,37,2327,12649,1132,-1140,0
T,2560,52976,-53830,-2576,-877,4354,8476,1142,-1151,0
T,2580,53489,-54351,-2576,-832,3628,11402,1152,-1161,0
T,2600,53996,-54866,-2547,-934,-38,2974,1162,-1170,0
T,2620,54500,-55378,-2552,-436,1058,10807,1173,-1180,0
T,2640,55007,-55894,-2533,-678,4464,10564,1183,-1189,0
T,2660,55511,-56405,-2512,-1201,3585,10155,1194,-1198,0
T,2680,56011,-56914,-2517,-64,2399,15001,1204,-1208,0
T,2700,56512,-57422,-2517,42,1748,12450,1214,-1218,0
T,2720,57011,-57929,-2510,-2052,426,12087,1224,-1228,0
T,2740,57508,-58435,-2505,-547,3777,11636,1234,-1238,0
T,2760,58007,-58942,-2520,1238,790,12890,1244,-1248,0
T,2780,58508,-59451,-2514,217,5221,15003,1254,-1259,0
T,2800,59010,-59961,-2529,970,1355,7404,1264,-1269,0
T,2820,59514,-60473,-2542,-76,1163,11875,1275,-1279,0
T,2840,60017,-61013,-2515,-1315,-853,13597,1284,-1291,0
T,2860,60543,-61519,-2493,2534,759,14750,1294,-1301,0
T,2880,61041,-62025,-2499,-3097,6452,12095,1304,-1312,0
T,2900,61543,-62534,-2532,300,76,16126,1313,-1322,0
T,2920,62048,-63047,-2538,151,1709,9551,1323,-1333,0
T,2940,62555,-63562,-2548,-687,4917,10912,1334,-1343,0
T,2960,63062,-64078,-2584,1018,-7715,5725,1344,-1353,0
T,2980,63571,-64595,-2536,878,684,13991,1355,-1363,0
T,3000,64077,-65109,-2559,-4770,8256,15175,1366,-1373,0
T,3020,64585,-65626,-2568,-308,406,13840,1377,-1383,0
T,3040,65090,-66139,-2540,3615,-594,7609,1386,-1393,0
T,3060,65590,-66647,-2501,-1678,4407,10117,1396,-1402,0
T,3080,66089,-67154,-2489,1286,-2527,772,1406,-1412,0
T,3100,66587,-67659,-2483,-1317,4912,6124,1416,-1422,0
T,3120,67080,-68160,-2480,-1377,1906,12042,1426,-1432,0
T,3140,67574,-68662,-2487,-1616,4258,11273,1436,-1443,0
T,3160,68067,-69164,-2456,1399,277,6807,1445,-1454,0
T,3180,68560,-69665,-2467,-334,9,10327,1455,-1465,0
T,3200,69053,-70166,-2486,589,-64,7077,1466,-1475,0
T,3220,69549,-70669,-2478,985,3880,8352,1476,-1486,0
T,3240,70042,-71170,-2468,1551,-342,4686,1487,-1497,0
T,3260,70531,-71697,-2458,1482,1995,11347,1497,-1507,0
T,3280,71022,-72196,-2460,2210,-385,7789,1508,-1517,0
T,3300,71511,-72692,-2439,153,3362,5938,1517,-1527,0
T,3320,72023,-73183,-2426,-223,3070,12025,1527,-1535,0
T,3340,72509,-73677,-2442,-100,1968,14874,1538,-1544,0
T,3360,72997,-74173,-2444,80,-2089,8080,1549,-1553,0
T,3380,73486,-74670,-2465,-1915,5537,15667,1559,-1563,0
T,3400,73977,-75169,-2451,-237,-1020,6764,1569,-1573,0
T,3420,74468,-75668,-2473,530,2347,10033,1579,-1583,0
T,3440,74957,-76164,-2444,-972,4088,7108,1589,-1593,0
